diagnosis_id	synonym	language
1084515160	peptic ulceration of oesophagus	en
1084515160	ulcer of oesophagus NOS	en
1084515160	ulcerated oesophagitis	en
1084515160	ulcerating oesophagitis	en
1084515160	ulcerative oesophagitis	en
1391387859	GERD - [gastro-oesophageal reflux disease]	en
1391387859	GORD - [gastro-oesophageal reflux disease]	en
1391387859	acid reflux	en
1391387859	acid reflux disease	en
1391387859	gastroesophageal reflux disease	en
1540965840	inflammation of oesophagus	en
1540965840	oesophageal inflammation	en
1540965840	oesophagitis NOS	en
1442921818	Barrett disease	en
1442921818	Barrett oesophagus	en
1442921818	Barrett syndrome	en
581725607	Dyskinesia of oesophagus	en
581725607	oesophageal dysmotility	en
581725607	oesophageal motility disorder	en
581725607	oesophageal motor disorder	en
581725607	oesophagus dyskinesia	en
320939116	abdominal colon obstruction	en
320939116	abdominal colonic obstruction	en
320939116	bowel obstruction	en
320939116	bowel stricture	en
320939116	large bowel obstruction	en
537826614	Colorectal polyp	en
569289074	Late effect of complication of pregnancy, childbirth or the puerperium	en
1516688136	melanosis colon	en
1151689960	obstetric death	en
1151689960	puerperal death	en
1151689960	sudden death during delivery	en
1151689960	sudden death of unknown cause during childbirth	en
1151689960	sudden death of unknown cause during puerperium	en
1151689960	sudden obstetric death of unknown cause	en
1151689960	sudden puerperal death	en
706550431	colorectal inflammation NOS	en
706550431	proctitis NOS	en
1430518157	Death from any direct obstetric cause occurring one year or more after delivery	en
1875187597	Dyskinesia of gallbladder	en
530888618	Functional intestinal disorders NOS	en
1393205731	Occlusion of small intestine	en
1393205731	SBO - [small bowel obstruction]	en
1393205731	small bowel obstruction	en
1398301359	Noninfectious small intestinal inflammation, erosion, ulcer or ulcer scar	en
2005943638	Gee disease	en
2005943638	Gee-Herter disease	en
2005943638	Gluten-sensitive enteropathy	en
2005943638	Herter Gee syndrome	en
2005943638	Heubner-Herter disease	en
2005943638	Idiopathic steatorrhoea	en
2005943638	Nontropical sprue	en
2005943638	Thaysen's disease	en
2005943638	celiac disease	en
2005943638	coeliac rickets	en
784669405	UC - [ulcerative colitis]	en
784669405	chronic ulcerative enteritis	en
784669405	colitis gravis	en
553916326	Indeterminate colitis inflammatory bowel disease, unclassified	en
553916326	Undetermined colitis	en
1267966830	Ventral hernia	en
1267966830	abdomen wall herniation	en
1267966830	abdominal wall herniation	en
1798345467	Periumbilical hernia	en
1798345467	Supraumbilical hernia	en
474718032	IH - [inguinal hernia]	en
474718032	bubonocele	en
474718032	direct inguinal hernia	en
474718032	indirect inguinal hernia	en
474718032	oblique inguinal hernia	en
474718032	scrotal hernia	en
760322910	acute hepatic infection	en
760322910	acute idiopathic hepatitis	en
760322910	hepatitis infection	en
760322910	liver infection	en
1973223737	acute hepatic decompensation	en
1973223737	acute hepatic failure	en
1973223737	acute hepatic insufficiency	en
1973223737	acute hepatic shut down	en
1973223737	acute hepatocellular failure	en
1973223737	acute liver failure	en
1973223737	acute liver insufficiency	en
481852400	fibrosis and cirrhosis of liver	en
469481605	ALD - [alcoholic liver disease]	en
469481605	ETOH liver disease	en
469481605	alcohol liver disease	en
469481605	alcohol-associated liver disease	en
469481605	alcohol-related liver disease	en
469481605	alcoholic liver damage	en
469481605	alcoholic liver disorder	en
1314609220	liver prolapse	en
1314609220	liver ptosis	en
224323205	liver damage NOS	en
2125493521	DILI - [Drug-induced liver injury]	en
2125493521	drug-induced toxic liver disease	en
2125493521	toxic disease of liver	en
2125493521	toxic disorder of liver	en
1439128196	liver indurated	en
559929153	liver infiltrate	en
1671263669	hepatic mass	en
1943327988	pancreas calculi	en
1943327988	pancreas duct calculus	en
1943327988	pancreas duct lithiasis	en
1943327988	pancreas lithiasis	en
1943327988	pancreatic calculus	en
1943327988	pancreatolithiasis	en
698285441	acute pancreas inflammation	en
698285441	pancreatitis NOS	en
1270842833	haemorrhagic pancreas	en
455189744	pancreas duct cirrhosis	en
2114173376	hepatic dysfunction	en
668680066	congestive pancreas	en
1267652425	CD - [Crohn's disease]	en
1267652425	Cobble-stone appearance of intestine	en
1267652425	Crohn disease NOS	en
1267652425	Crohn's disease	en
1267652425	Crohn's regional enteritis	en
1267652425	Crohns	en
1267652425	Granulomatous enteritis	en
1267652425	Intestinal ulcer and erosion due to Crohn disease	en
1267652425	Regional enteritis	en
1267652425	regional enteritis of bowel	en
349856900	fibrotic pancreas	en
1060873089	other diseases of biliary tract	en
1574570204	diverticular disease NOS	en
1712178777	acute cholangiolitis	en
1712178777	acute cholangitis	en
1712178777	ascending cholangitis	en
1712178777	bile duct inflammation	en
1712178777	cholangiolitis	en
1712178777	cholangitis NOS	en
1712178777	chronic cholangiolitis	en
1712178777	hepatic duct inflammation	en
517550448	calcified pancreas	en
1559435047	Disorders of gallbladder and biliary tract in diseases classified elsewhere	en
1859139099	Acute ischaemic gut	en
1859139099	acute intestinal ischemia NOS	en
1859139099	acute intestinal ischemic syndrome	en
1859139099	acute intestinal vascular insufficiency	en
1859139099	acute ischaemic bowel disease	en
1859139099	acute ischaemic bowel lesion	en
1859139099	acute ischaemic bowel syndrome	en
1859139099	acute vascular insufficiency of intestine	en
1859139099	intestinal thrombosis	en
1859139099	intestine embolism NOS	en
1859139099	ischemic intestinal necrosis	en
194771855	abdominal angina	en
194771855	abdominal angina syndrome	en
194771855	chronic intestinal vascular insufficiency	en
1760922119	bile tract abscess	en
1760922119	biliary duct abscess	en
85753177	bowel ischaemia NOS	en
85753177	colonic ischemia NOS	en
85753177	intestinal ischemia NOS	en
85753177	intestinal vascular insufficiency	en
85753177	ischaemic enteritis NOS	en
85753177	ischaemic gut NOS	en
85753177	ischemic bowel disease NOS	en
85753177	ischemic disease of gut NOS	en
85753177	ischemic enteritis	en
85753177	ischemic enterocolitis NOS	en
85753177	ischemic intestine NOS	en
85753177	nonobstructive intestinal ischaemia	en
85753177	unspecified vascular insufficiency of intestine	en
85753177	vascular bowel disease	en
85753177	vascular disorder of intestine	en
85753177	vascular insufficiency of intestine	en
786251500	gallbladder inflammation	en
1574465015	varicose veins of anus and rectum	en
1107204291	aseptic necrosis of pancreas	en
1107204291	ischemic pancreas necrosis	en
2046015098	Nonspecific reactive hepatitis	en
2046015098	hepatitis NOS	en
2046015098	inflammation of liver	en
2046015098	inflammatory liver disease	en
208981516	liver lesion	en
1802014167	bilious vomiting following gastrointestinal surgery	en
237191235	jejunal syndrome	en
237191235	post cibal syndrome	en
237191235	postgastrectomy dumping syndrome	en
237191235	postgastrectomy syndrome	en
237191235	postgastric surgery syndrome	en
1656157931	bacterial encephalomyelitis	en
2056130748	Postsurgical blind loop syndrome	en
2056130748	postsurgical malabsorption NOS	en
2056130748	postsurgical malabsorption syndrome	en
731112897	Mollaret	en
731112897	Mollaret meningitis	en
731112897	Mollaret's meningitis	en
731112897	benign multirecurrent endothelioleucocytal meningitis	en
731112897	recurrent lymphocytic meningitis	en
587996426	congenital syphilis, unspecified	en
587996426	hereditary syphilis	en
587996426	heredosyphilis	en
1137081791	mycotic meningitis	en
390005245	infectious encephalomyelitis	en
703043937	cerebro-spinal fever	en
703043937	cerebro-spinal inflammation	en
703043937	cerebrospinal fever	en
703043937	cerebrospinal infection	en
703043937	cerebrospinal inflammation	en
703043937	meningitis NOS	en
703043937	meningitis of unspecified cause	en
703043937	meningoencephalitis NOS	en
703043937	meningomyeloneuritis	en
703043937	nonspecific meningitis	en
703043937	nonspecific spinal meningitis	en
703043937	spinal meningitis	en
684930313	BM - [bacterial meningitis]	en
684930313	arachnoiditis bacterial	en
684930313	leptomeningitis bacterial	en
684930313	pachymeningitis bacterial	en
1179111584	acquired syphilis	en
1179111584	acquired syphilis NOS	en
1179111584	conjugal syphilis	en
1179111584	early syphilis, unspecified	en
1179111584	general syphilis	en
1179111584	organic syphilis	en
1179111584	syphilis causing death under 2 years of age, stated to be acquired	en
775356003	abdominal peritonitis	en
775356003	acute idiopathic peritonitis	en
775356003	acute lesser sac peritonitis	en
775356003	acute peritoneal inflammation	en
775356003	diffuse peritonitis	en
775356003	generalised peritonitis NOS	en
775356003	pelvic peritonitis, nos	en
775356003	pelviperitonitis	en
775356003	peritoneal inflammation	en
775356003	peritoneum inflammation	en
775356003	peritonitis of undetermined cause	en
775356003	peritonitis of unspecified cause	en
370440252	Latent syphilis with positive serology	en
370440252	Positive Wassermann test	en
370440252	Positive serological reaction for syphilis	en
854229089	Tertiary syphilis	en
854229089	late syphilis, unspecified	en
854229089	late tertiary syphilis	en
492883056	keratitis and keratoconjunctivitis in syphilis	en
620341656	Pediculosis pubis	en
620341656	Phthyriasis pubis	en
620341656	Pthiriasis of pubic hair	en
620341656	Pubic crab-louse infestation	en
620341656	Pubic infestation by Phthiriasis	en
620341656	Pubic lice	en
620341656	Pubic louse infestation	en
1090786293	Durand-Nicolas-Favre disease	en
1090786293	Frei disease	en
1090786293	LGV - [Lymphogranuloma Venereum]	en
1090786293	Nicholas-Favre disease	en
1090786293	chlamydial lymphogranuloma venereum	en
1090786293	infection due to Chlamydia trachomatis serovar L1	en
1090786293	infection due to Chlamydia trachomatis serovar L2	en
1090786293	infection due to Chlamydia trachomatis serovar L3	en
1090786293	lymphogranuloma venereum	en
1090786293	lymphogranuloma venereum proctocolitis	en
1090786293	proctocolitis due to Chlamydia trachomatis serovar L1	en
1090786293	proctocolitis due to Chlamydia trachomatis serovar L2	en
1090786293	proctocolitis due to Chlamydia trachomatis serovar L3	en
2046292009	Gonococcal bloodstream infection	en
613341872	subdural abscess NOS	en
629126866	cerebral granuloma	en
1128677700	abscess of brain	en
1128677700	brain empyema	en
1128677700	cerebral abscess	en
1128677700	cerebral embolic abscess	en
1128677700	cerebral pyogenic abscess	en
1128677700	cranial abscess	en
1128677700	intracerebral abscess	en
1128677700	intracranial suppuration	en
1128677700	intracranial vein sinus abscess	en
1128677700	septic brain infection	en
1128677700	temporosphenoidal abscess	en
1128677700	ventricular empyema	en
1299705786	epidural abscess	en
1299705786	epidural abscess of spinal cord	en
1299705786	epidural embolic abscess of spinal cord	en
1299705786	epidural embolic abscess of spinal cord, any part	en
1299705786	spinal epidural abscess	en
52701557	subdural empyema	en
1913657904	subarachnoid empyema	en
1913657904	subarachnoid space abscess	en
2102159918	meninges abscess	en
486617244	Abscess of spinal cord	en
486617244	embolic abscess of spinal cord	en
486617244	paraspinal abscess	en
486617244	pyogenic embolism of spinal cord	en
486617244	spinal cord abscess and infection	en
486617244	subarachnoid abscess of spinal cord	en
1147230459	extradural abscess NOS	en
1147230459	extradural abscess of spinal cord	en
1147230459	extradural embolic abscess of spinal cord	en
1147230459	extradural embolic abscess of spinal cord, any part	en
1147230459	extradural empyema NOS	en
1123446981	Herpetic proctitis	en
666746193	Herpes genitalis	en
666746193	genital herpes NOS	en
177740802	Disseminated granuloma inguinale	en
1361573217	HSV - [herpes simplex virus] pharyngotonsillitis	en
1361573217	herpes pharyngitis	en
1361573217	herpes pharyngotonsillitis	en
1361573217	herpes sore throat	en
1361573217	herpesviral pharyngitis	en
1361573217	herpesviral pharyngotonsillitis	en
1361573217	herpesviral sore throat	en
443098642	Giant condyloma of Buschke and Löwenstein	en
1987223744	Condyloma acuminatum of anus	en
1987223744	Condylomata acuminata of anus	en
1987223744	HPV - [Human papillomavirus] infection of anus	en
158514824	Anogenital warts affecting sites other than the anogenital area	en
158514824	Extragenital anogenital warts	en
144526718	Verrucae genitales	en
1081137172	Boil	en
1945349523	postsurgical chorioretinal scar	en
1324834502	abscess NOS	en
845065622	acute bacterial lymphangitis	en
845065622	acute lymphangitis	en
1919029513	Vitreal corneal syndrome	en
1919029513	vitreous syndrome	en
1919029513	vitreous touch syndrome	en
1651247891	erysipelas NOS	en
1965150820	inflammation or infection of postprocedural bleb	en
1965150820	postprocedural blebitis	en
2034126013	Impetiginisation of other dermatoses	en
2034126013	Impetiginized eczema	en
1929235891	Follicular impetigo of Bockhart	en
25801498	sycosis vulgaris	en
25801498	ulerythema sycosiforme	en
576937098	pyodermatitis	en
576937098	pyogenic dermatitis	en
576937098	suppurative dermatitis	en
1453313104	Hot tub folliculitis	en
146528463	Disorders of posterior uvea	en
146528463	Disorders of uveal tract	en
146528463	choroid disease NOS	en
146528463	choroidopathy	en
973190159	Extraocular myopathy	en
1471747216	conjunctiva lesion NOS	en
1471747216	conjunctival disease NOS	en
1471747216	disease of conjunctiva NOS	en
1058803681	nonparalytic strabismus	en
1979741228	Paralytic strabismus	en
77208243	retinal disease	en
77208243	retinal lesion NOS	en
1628710366	Disorders of lacrimal system	en
1125547814	diffuse uveitis	en
1074032998	lens disease NOS	en
109125699	EBV - [Epstein-Barr virus] infection NOS	en
109125699	Epstein-Barr virus infection NOS	en
109125699	Pfeiffer disease	en
109125699	infectious adenitis	en
1452445480	presence of contact lens	en
1452445480	presence of spectacles	en
1678777654	accommodation disturbance	en
1678777654	accommodative insufficiency	en
1678777654	loss of accommodation	en
806322116	[VSS] - Visual snow syndrome	en
1376528378	Disorders of optic tracts, geniculate nuclei and optic radiations	en
1376528378	Disorders of other visual pathways	en
1411910384	disease of optic cranial nerve	en
1411910384	disease of optic nerve	en
1411910384	disease of second cranial nerve	en
1411910384	disorder of optic cranial nerve	en
1411910384	disorder of second cranial nerve	en
1411910384	disorders of 2nd nerve	en
927459952	chiasma syndrome	en
927459952	chiasmal lesion	en
927459952	chiasmal optic disorder	en
927459952	disease of optic chiasm	en
927459952	intrachiasmal lesion	en
927459952	prechiasmal lesion	en
1845275831	ametropia	en
1845275831	disturbance in refraction	en
1845275831	refraction anomaly	en
1845275831	refractive disorder	en
1845275831	refractive error	en
648115973	disease of visual cortex	en
648115973	visual cortex dysfunction	en
648115973	visual cortical disorder	en
2082214683	epidemic parotitis	en
2082214683	infectious parotitis	en
2082214683	mumps NOS	en
2082214683	parotitis due to mumps virus	en
1819845849	CMV - [cytomegalovirus] oesophagitis	en
1819845849	CMV oesophagitis	en
1486730409	acute mumps oophoritis	en
473354978	hepatitis in mumps	en
279716832	arthritis in mumps	en
333831364	Mumps orchitis	en
33767855	Mumps encephalitis	en
33767855	mumps meningoencephalitis	en
1999221102	CMV - [cytomegaly virus] hepatitis	en
1999221102	cytomegalic inclusion viral hepatitis	en
1999221102	cytomegalic inclusion virus hepatitis	en
1999221102	cytomegalovirus hepatitis	en
1732807739	mumps pancreatitis	en
308444412	CMV - [cytomegalovirus] pneumonia	en
308444412	CMV - [cytomegalovirus] pneumonitis	en
308444412	Pneumonia in cytomegalovirus disease	en
308444412	cytomegalic inclusion virus pneumonia	en
308444412	cytomegaloviral pneumonia	en
308444412	pneumonia in cytomegalic inclusion disease	en
2106044207	CMV - [Cytomegalovirus] encephalitis	en
2106044207	Cytomegalovirus encephalitis	en
2106044207	encephalitis due to Human herpesvirus 5	en
1762543840	Vision sensitivity deficiencies	en
497227809	VFD - [visual field defect]	en
497227809	deformity of visual field	en
497227809	limitation of visual field	en
497227809	scotoma NOS	en
497227809	visual field defect, unspecified	en
497227809	visual field loss, pattern not specified	en
497227809	visual field scotoma	en
2028524981	achromatism	en
2028524981	achromatopsia	en
2028524981	acquired colour blindness	en
2028524981	acquired colour vision deficiency	en
2028524981	colour blindness	en
2028524981	colour vision deficiency	en
2028524981	complete colour blindness	en
2028524981	congenital colour blindness	en
2028524981	monochromatism	en
2028524981	protan defect	en
2028524981	total colour blindness	en
1019078921	HSV - [herpes simplex virus] conjunctivitis	en
1019078921	herpes simplex virus conjunctivitis	en
1019078921	herpesviral conjunctivitis	en
927004016	Conjunctivitis due to Herpes zoster	en
927004016	Herpes zoster conjunctivitis	en
1356011211	AHC- [acute haemorrhagic conjunctivitis]	en
1356011211	Apollo conjunctivitis	en
1356011211	Apollo disease	en
1356011211	acute epidemic haemorrhagic enteroviral conjunctivitis	en
1356011211	acute haemorrhagic conjunctivitis	en
1356011211	ehc - epidemic haemorrhagic conjunctivitis	en
1356011211	epidemic haemorrhagic conjunctivitis	en
1356011211	haemorrhagic conjunctivitis	en
539699728	Newcastle disease	en
539699728	Newcastle fever	en
539699728	avian pneumoencephalitis	en
539699728	pseudo-fowlpest	en
270373865	Necrotising fasciitis type 2	en
270802913	Necrotising fasciitis type 1	en
1919681193	Skin infection classified elsewhere due to community-acquired MRSA	en
899210079	adenoviral pharygoconjunctival fever	en
899210079	adenoviral pharyngoconjunctivitis	en
899210079	pharyngoconjunctival fever	en
1094028194	Acute adenoviral follicular conjunctivitis	en
1094028194	Swimming-pool conjunctivitis	en
1094028194	adenoviral conjunctivitis	en
1094028194	inclusion conjunctivitis of the adult	en
1485671112	viral cardiomyopathy	en
1485671112	viral familial cardiomyopathy	en
192763973	borderline glaucoma	en
1147926040	autosomal form of ocular albinism	en
2076924640	disease due to enterovirus	en
2076924640	enteroviral infection	en
2076924640	enterovirus infection unspecified	en
1781385141	parvovirus infection	en
1800264981	Hansen disease, paucibacillary	en
1123804548	Hansen disease, multibacillary	en
1991119186	mumps meningitis	en
1991119186	mumps virus meningitis	en
980864631	corneal disease	en
980864631	disease of cornea	en
980864631	keratopathy	en
177712857	sepsis due to staphylococcus NOS	en
177712857	staphylococcal multiple pyemic embolism	en
177712857	staphylococcal pyemic embolism	en
1798822437	atypical mycobacterium pulmonary infection	en
1798822437	pulmonary mycobacterium infection	en
1798822437	pulmonary nontuberculous mycobacteriosis	en
1723965278	atypical mycobacterial infection of the skin	en
1939927388	atypical mycobacterium infection NOS	en
1939927388	mycobacterial infection, unspecified	en
1939927388	mycobacteriosis NOS	en
1939927388	mycobacterium; nonspecific	en
882244568	apex TB - [tuberculosis] infection	en
882244568	apex TBC - [tuberculosis] infection	en
882244568	bronchopulmonary TB - [tuberculosis]	en
882244568	caseating tuberculoid granuloma	en
882244568	caseous tubercle	en
882244568	chest tuberculosis	en
882244568	degeneration tuberculosis	en
882244568	lung TB - [tuberculosis]	en
882244568	lung TBC - [tuberculosis]	en
882244568	phthisis	en
882244568	pulmonary TB - [tuberculosis]	en
882244568	pulmonary TBC - [tuberculosis]	en
882244568	pulmonary tuberculosis	en
882244568	respiratory TB - [tuberculosis]	en
882244568	respiratory tuberculosis	en
882244568	respiratory tuberculosis NOS	en
882244568	tuberculosis of lung	en
882244568	tuberculosis of respiratory tract	en
454434138	Carrier of Mycobacterium tuberculosis	en
729372485	CNS - [central nervous system] TB - [tuberculosis]	en
729372485	central nervous system TB - [tuberculosis]	en
729372485	central nervous system tuberculosis	en
1564207544	Skin infection classified elsewhere due to hospital-acquired MRSA	en
200718952	tuberculous orbit	en
1696453174	acute streptococcal spinal meningitis	en
879178398	pneumococcal encephalomeningitis	en
879178398	pneumococcal meningitis	en
879178398	pneumococcal meningoencephalitis	en
2058300982	active rheumatic fever NOS	en
2058300982	acute active rheumatic fever	en
2058300982	subacute active rheumatic fever	en
2058300982	subacute rheumatic fever	en
861638547	Concato disease	en
861638547	MTB - [miliary tuberculosis]	en
861638547	Miliary TB - [tuberculosis]	en
861638547	diffuse necrotic tuberculosis	en
861638547	diffuse necrotizing tuberculosis	en
861638547	diffuse tuberculous degeneration	en
861638547	diffuse tuberculous gangrene	en
861638547	disseminated miliary tuberculosis	en
861638547	disseminated necrotic tuberculosis	en
861638547	disseminated necrotizing tuberculosis	en
861638547	disseminated tuberculosis	en
861638547	disseminated tuberculous degeneration	en
861638547	disseminated tuberculous gangrene	en
861638547	generalised tuberculosis	en
861638547	miliary tuberculosis unspecified	en
861638547	miliary tuberculous	en
535094176	active rheumatic fever with unspecified type of heart involvement	en
535094176	active rheumatic heart disease	en
535094176	acute RHD - [rheumatic heart disease]	en
535094176	acute organic RHD - [rheumatic heart disease]	en
535094176	acute rheumatic heart disease	en
614000128	Epidemic arthritic erythema	en
614000128	Erythema arthriticum epidemicum	en
614000128	Haverhill fever	en
614000128	Streptobacillary rat-bite fever	en
614000128	rat-bite fever due to Streptobacillus moniliformis	en
1104357482	Sodoku	en
1104357482	Sokosho	en
1104357482	Spirillary rat-bite fever	en
1104357482	rat-bite fever due to Spirillum minus	en
793848899	acute streptococcal sore throat	en
793848899	acute streptococcal ulcerated sore throat	en
32268481	Sepsis due to other and unspecified streptococcus NOS	en
1554792661	Fiedler disease	en
1554792661	Haemorrhagic leptospiral jaundice	en
1554792661	Icteric leptospirosis	en
1554792661	Leptospiral epidemic jaundice	en
1554792661	Leptospirosis due to Leptospira interrogans serovar icterohaemorrhagiae	en
1554792661	Leptospirosis icterohaemorrhagica	en
1554792661	Weil disease	en
518398715	aseptic leptospiral meningitis	en
518398715	meningitis in leptospirosis	en
453658625	tonsillar plague	en
867834818	sepsis due to Erysipelothrix NOS	en
118763014	hepatitis in coxsackie virus	en
1579569385	EBV hepatitis	en
785771645	hepatitis virus type E	en
1465996172	hepatitis E NOS	en
1742025109	Pestis bubonica	en
1983098110	plague of lung	en
1983098110	plague pneumonia	en
1983098110	pneumonia due to yersinia pestis	en
1983098110	primary pneumonic plague	en
1983098110	pulmonary plague	en
51993663	brucellosis abortus	en
51993663	infection due to Brucella abortus	en
1716687275	Cyprus fever	en
1716687275	Gibraltar fever	en
1716687275	Neapolitan fever	en
1716687275	brucellosis melitensis	en
1716687275	infection due to Brucella melitensis	en
1716687275	melitensis febris	en
1716687275	mountain fever	en
1615937473	chronic HCV - [hepatitis C virus] infection	en
1615937473	chronic type C viral hepatitis	en
1615937473	hep C NOS	en
1615937473	hepatitis C NOS	en
1615937473	hepatitis C infection NOS	en
1615937473	hepatitis C-related cirrhosis	en
1615937473	type C viral hepatitis	en
352087872	Chronic hepatitis B without delta agent	en
352087872	chronic HBV - [hepatitis B virus] infection	en
352087872	chronic type B viral hepatitis	en
352087872	hep B NOS	en
352087872	hepatitis B NOS	en
1011250453	hepatitis D NOS	en
147024512	cryptogenic tularaemia	en
147024512	disseminated tularaemia	en
147024512	non-specific tularaemia	en
147024512	typhoidal tularaemia	en
691096564	carrier of hepatitis virus	en
318751060	brucellosis canis	en
318751060	infection due to Brucella canis	en
1791714431	bronchopneumonic tularaemia	en
1791714431	pneumonia due to tularaemia	en
1791714431	pneumonia in tularaemia	en
1791714431	pneumonia with tularaemia	en
1791714431	pneumonic tularaemia	en
1791714431	tularaemia pneumonia	en
1791714431	tularemic pneumonia	en
510014594	Ophthalmic tularaemia	en
510014594	tularemic conjunctivitis	en
9118428	Brucella spondylitis	en
1883087780	mixed brucella infection	en
1883087780	mixed brucellosis	en
937589858	sepsis due to yersinia pestis	en
1168452782	malaria by Plasmodium ovale	en
1168452782	malaria fever by Plasmodium ovale	en
1168452782	malarial ovale	en
1168452782	ovale malaria	en
1168452782	ovale tertian malaria	en
1168452782	plasmodium ovale fever	en
1168452782	tertian fever	en
579583286	Chagres fever	en
579583286	Chagres virus disease	en
579583286	MT - [malignant tertian] malaria	en
579583286	MTM - [malignant tertian malaria]	en
579583286	ST - [subtertian] malaria	en
579583286	STM - [subtertian malaria]	en
579583286	West African fever	en
579583286	acute pernicious fever	en
579583286	aestivo autumnal malaria	en
579583286	aestivo-autumnal fever	en
579583286	algid malaria	en
579583286	bilious haemoglobinuric fever	en
579583286	black water fever	en
579583286	blackwater fever	en
579583286	continued malaria fever	en
579583286	estivo-autumnal fever	en
579583286	estivo-autumnal malaria	en
579583286	estivo-autumnal malarial fever	en
579583286	falciparum fever	en
579583286	falciparum malaria	en
579583286	haemoglobinuric fever	en
579583286	haemoglobinuric malaria	en
579583286	malaria tropica	en
579583286	malarial blackwater fever	en
579583286	malarial haematinuria	en
579583286	malarial haematuria	en
579583286	malarial haemoglobinuria	en
579583286	malarial quotidian	en
579583286	malarial shock	en
579583286	malignant malaria	en
579583286	malignant tertian fever	en
579583286	malignant tertian malaria	en
579583286	panama fever	en
579583286	pernicious intermittent fever	en
579583286	pernicious malaria	en
579583286	quotidian malaria	en
579583286	severe malarial falciparum	en
579583286	severe plasmodium falciparum malaria	en
579583286	subtertian fever	en
579583286	subtertian malaria fever	en
579583286	subtertian malignant tertian malaria	en
579583286	tropical malaria	en
1260563068	Malaria confirmed	en
1260563068	Parasitologically confirmed malaria NOS	en
1203794080	BT - [benign tertian malaria]	en
1203794080	BTM - [benign tertian malaria]	en
1203794080	Plasmodium vivax malaria NOS	en
1203794080	benign tertian malaria	en
1203794080	benign tertian vivax malaria	en
1203794080	tertian ague	en
1203794080	tertian malaria	en
1203794080	vivax fever	en
1203794080	vivax malaria	en
862789727	Plasmodium malariae malaria NOS	en
862789727	malaria by plasmodium malariae	en
862789727	malariae malaria	en
862789727	quartan ague	en
862789727	quartan fever	en
862789727	quartan malaria	en
862789727	quartan malarial fever	en
2008288450	brucellosis suis	en
2008288450	infection due to Brucella suis	en
574051646	Diseases due to roundworms	en
160929830	marsh cachexia	en
160929830	paludal cachexia	en
944245702	Cameroon fever	en
944245702	Corsican fever	en
944245702	Roman fever	en
944245702	coastal fever	en
944245702	congestive fever	en
944245702	congestive remittent fever	en
944245702	intermittent bilious fever	en
944245702	intermittent fever in malaria	en
944245702	jungle fever	en
944245702	malarial fever	en
944245702	marsh fever	en
944245702	miasmatic fever	en
944245702	paludal fever	en
944245702	remittent fever	en
944245702	remittent gastric fever	en
460427059	brucella sepsis NOS	en
633896543	clinically diagnosed malaria	en
633896543	clinically diagnosed malaria without parasitological confirmation	en
1840948804	internal hirudinea infestation	en
1840948804	internal infestation of leeches	en
1840948804	internal leeches	en
2057984300	charbon	en
2057984300	malignant carbuncle of skin due to anthrax	en
2057984300	malignant pustule of skin due to anthrax	en
2057984300	milzbrand	en
1781413652	Leech infestation NOS	en
2076748409	Chigoe infestation	en
2076748409	Jigger disease	en
2076748409	Jiggers infestation	en
2076748409	Sand-flea infestation	en
2076748409	Tunga penetrans infestation	en
876005123	infestation by Sarcoptes scabiei var. hominis	en
876005123	sarcoptic itch	en
876005123	scabies NOS	en
1367149207	Infestation by fly larvae	en
1367149207	Maggot infestation	en
1367149207	infestation by dermatobia	en
1367149207	infestation by estrus ovis	en
1367149207	infestation by larvae of flies	en
1367149207	infestation by maggots	en
1367149207	infestation by oestrus ovis	en
1367149207	oestriasis	en
1367149207	oestrosis	en
155503296	Anthrax sepsis	en
155503296	bacillus anthracis sepsis	en
155503296	sepsis due to Anthrax NOS	en
1083938812	lice NOS	en
1083938812	lice infestation	en
1083938812	louse infestation	en
1083938812	pediculus infestation	en
2069669632	infestation by beetle	en
534877374	Ragpicker disease	en
534877374	Woolsorter disease	en
534877374	anthrax pneumonia	en
534877374	inhalation anthrax	en
534877374	pneumonia due to anthrax	en
534877374	pneumonia in anthrax	en
534877374	respiratory anthrax	en
534877374	wool-sorters' disease	en
1193296631	Diseases due to tapeworms	en
970296337	Infestation by Phthirus pubis	en
970296337	Infestation by crab lice	en
970296337	Phthiriasis	en
1743601322	Bedbug infestation	en
1425646784	myriapoda	en
1747531460	acariasis	en
1747531460	infestation by mites NOS	en
1747531460	mite infestation	en
863306856	helminthiasis NOS	en
863306856	worm infection	en
863306856	worm infestation	en
863306856	worms NOS	en
1365585570	American trypanosomiasis	en
1365585570	South American trypanosomiasis	en
1365585570	infection due to Trypanosoma cruzi	en
1021483422	infection by microspora	en
1021483422	infection by microsporidia	en
1021483422	intestinal microsporidiosis	en
1021483422	microsporidia infection	en
1021483422	microsporidiasis	en
1150206155	Rhinosporosis	en
1709864108	infection by naegleria	en
15547686	nonteratogenic effects of substances transmitted via placenta	en
289875029	acanthamoeba infection	en
289875029	acanthamoebosis	en
289875029	infection by acanthamoeba	en
128908879	Fetus or newborn affected by maternal conditions that may be unrelated to present pregnancy	en
1082373067	leishmania	en
1082373067	leishmania infection	en
1082373067	leishmaniosis	en
1947003329	babesiasis	en
1947003329	infection by babesia	en
1947003329	piroplasma infection	en
1947003329	piroplasmosis	en
1820640764	Influenzal bronchopneumonia, other influenza virus identified	en
1820640764	influenza with pneumonia, influenza virus identified	en
