diagnosis_id	synonym	language
1499805377	MICPCH - [mental retardation and microcephaly with pontine and cerebellar hypoplasia]	en
780151108	Pseudo-TORCH syndrome	en
139444027	COACH - [Cerebellar vermis hypoplasia - oligophrenia - congenital ataxia - coloboma - hepatic fibrosis] syndrome	en
139444027	Cerebellar vermis hypoplasia - oligophrenia - congenital ataxia - coloboma - hepatic fibrosis	en
139444027	Joubert syndrome with congenital hepatic fibrosis	en
267786429	MOPD - [microcephalic osteodysplastic primordial dwarfism] types 1 and 3	en
267786429	Microcephalic osteodysplastic primordial short stature types 1 and 3	en
1565266279	Nonsyndromic pontocerebellar hypoplasia	en
64477889	MPOD - [microcephalic osteodysplastic primordial dwarfism] type 2	en
64477889	Microcephalic osteodysplastic primordial dwarfism type II	en
64477889	Microcephalic osteodysplastic primordial short stature type 2	en
570001324	Lissencephaly type 1	en
1643548765	Ter Haar syndrome	en
1843090232	WARBM1 - [Warburg Micro syndrome]	en
1843090232	Warburg Micro syndrome	en
1852939860	Fahr disease	en
1852939860	Fahr syndrome	en
1915889321	pulmonary insufficiency following trauma	en
500466980	Syndromic microphthalmia type 6	en
1937797697	Syndromic microphthalmia type 5	en
2141302845	Syndromic microphthalmia type 4	en
762352633	Syndromic microphthalmia type 3	en
245558058	MCOPS8	en
245558058	MMEP syndrome	en
245558058	Microcephaly - microphthalmia - ectrodactyly of lower limbs - prognathism	en
245558058	Syndromic microphthalmia type 8	en
245558058	Viljoen-Smart syndrome	en
526014677	MIDAS syndrome	en
526014677	Microphthalmia, dermal aplasia, and sclerocornea	en
526014677	Syndromic microphthalmia type 7	en
972865330	shock lung	en
972865330	shock-lung syndrome	en
119135277	MCOPS9 - [Syndromic microphthalmia type 9]	en
119135277	Matthew-Wood syndrome	en
119135277	Syndromic microphthalmia type 9	en
678242327	Syndromic microphthalmia type 1	en
760450260	Syndromic microphthalmia type 10	en
558977413	Syndromic microphthalmia type 2	en
700995487	Richieri-Costa-Colletto syndrome	en
82602737	Toriello syndrome	en
1008460152	Camurati-Engelmann disease	en
1008460152	Camurati-Engelmann syndrome	en
1008460152	diaphyseal dysplasia	en
1008460152	diaphyseal sclerosis	en
1008460152	osteopathia hyperostotica multiplex infantis	en
1788103611	Microphthalmia with limb anomalies	en
1498426606	ivory bones	en
1498426606	marble bone disease	en
1498426606	marble bones	en
651364947	Pyle syndrome	en
24224082	Osteosclerosis congenita	en
24224082	achondroplastic dwarfism	en
24224082	achondroplastic short stature	en
24224082	congenital osteosclerosis	en
1668919215	TD - [thanatophoric dwarfism]	en
1668919215	Thanatophoric dwarfism	en
1668919215	Thanatophoric short stature	en
1668919215	thanatophoric dwarf	en
1668919215	thanatophoric dwarfism or short stature	en
1668919215	thanatophoric dwarfism syndrome	en
1681550532	Diastrophic dwarfism	en
1930265486	chondrogenesis imperfecta	en
1930265486	hypochondroplastic dwarfism	en
1930265486	hypochondroplastic short stature	en
1923035846	chondrodysplasia punctata (stippled epiphyses) group	en
1923035846	chondrodysplasia punctata congenita	en
1923035846	chondrodystrophy of punctata	en
1923035846	dysplasia epiphysealis punctata	en
1923035846	dysplasia punctata	en
1923035846	dysplasia punctata epiphysis	en
554018956	Asphyxiating thoracic dysplasia	en
554018956	Asphyxiating thoracic dystrophy of the newborn	en
554018956	Jeune syndrome	en
554018956	asphyxiating thorax dystrophy	en
1153492135	Auriculoosteodysplasia	en
2078019214	8q13 deletion	en
2078019214	Mesomelia - synostoses	en
2078019214	Mesomelia-synostoses syndrome	en
2078019214	Monosomy 8q13	en
1578364807	Bessel-Hagen disease	en
1578364807	Diaphyseal aclasis	en
1578364807	EXT1/EXT2-CDG	en
1578364807	Glucuronyltransferase/N-acetylglucosaminyltransferase deficiency	en
1578364807	Multiple cartilaginous exostoses	en
1578364807	Multiple congenital exostoses	en
315453775	8q24.1 deletion syndrome	en
315453775	8q24.1 microdeletion syndrome	en
315453775	Monosomy 8q24.1	en
315453775	Trichorhinophalangeal syndrome type 2	en
1696991249	Yunis-Varon syndrome	en
1192649257	pseudoachondroplasia NOS	en
1092012084	Spondylometaphyseal dysplasia with severe genu valgum	en
2009123831	dysplasia epiphysealis multiplex	en
2009123831	multiple epiphyseal dysplasias NOS	en
621109310	SED - [spondyloepiphyseal dysplasia]	en
621109310	SEDC - [spondyloepiphyseal dysplasia congenita]	en
621109310	spondyloepiphyseal dysplasia	en
621109310	spondyloepiphyseal dysplasia congenita	en
1090803595	spondyloepimetaphyseal dysplasia	en
1090803595	spondyloepiphyseal dysplasia congenita group	en
1251339461	SPONASTRIME - [spondylar and nasal alterations with striated metaphyses] dysplasia	en
1251339461	short limb dwarfism with saddle nose, spinal alterations and metaphyseal striation	en
1897630209	Spondyloepimetaphyseal dysplasia, Menger type	en
1897630209	Spondyloepimetaphyseal dysplasia, anauxetic type	en
1647105106	Spondyloenchondromatosis	en
1121867410	HOOD - [Hereditary onycho-osteodysplasia] syndrome	en
1121867410	Hereditary onycho-osteodysplasia	en
1121867410	NPS - [Nail-patella syndrome] (MIM 161200)	en
1121867410	Österreicher-Turner syndrome	en
1930990330	AMC - [arthrogryposis multiplex congenita]	en
1930990330	amyoplasia congenita	en
1930990330	congenital amyoplasia	en
1930990330	congenital multiple arthrogryposis	en
1930990330	congenital multiplex arthrogryposis	en
1219932551	Fragilitas ossium	en
1219932551	OI - [osteogenesis imperfecta]	en
1219932551	Osteopsathyrosis	en
1219932551	blue sclera with fragility of bone and deafness	en
1219932551	bony fragility	en
1219932551	brittle bone disease	en
1219932551	brittle bone syndrome	en
1219932551	ossium fragility	en
1219932551	osteitis fragilitans	en
1219932551	white blue sclera - fragility of bone - deafness	en
543218573	Popliteal web syndrome	en
1535725821	Vogt cephalosyndactyly	en
1482041278	Opitz trigonocephaly syndrome	en
1445975694	5q35.2 duplication	en
1357942532	46,XX testicular DSD	en
1357942532	De la Chapelle syndrome	en
1561120378	Haemangiectatic hypertrophy	en
7530653	Gollop syndrome	en
1632019173	TPT-PS - [triphalangeal thumb - polysyndactyly syndrome] syndrome	en
211583723	Carnevale-Hernandez-del Castillo syndrome	en
1776518998	Du Pan syndrome	en
2007432445	Guttmacher syndrome	en
32698895	Gollop-Wolfgang complex	en
1835491481	Merlob-Grunebaum-Reisner syndrome	en
720393698	ADCL - [Autosomal dominant cutis laxa] (MIM 123700)	en
94436217	Brachydactyly types B and E combined	en
94436217	Pitt-Williams brachydactyly	en
1202686415	Ehlers-Danlos syndrome type 4	en
1202686415	Sack-Barabas syndrome	en
24232012	Benign joint hypermobility syndrome	en
24232012	Ehlers-Danlos syndrome type 3	en
24232012	Familial ligamentous laxity	en
1006932112	Shprintzen-Goldberg	en
887793448	17-beta-hydroxysteroid dehydrogenase 3 deficiency	en
887793448	17-ketoreductase deficiency	en
887793448	17-ketosteroidreductase deficiency	en
887793448	46,XY DSD due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	en
887793448	Male pseudohermaphroditism due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	en
1028755501	46,XY DSD due to 5-alpha-reductase 2 deficiency	en
1028755501	Male pseudohermaphroditism due to 5-alpha-reductase 2 deficiency	en
1376425921	Arachnodactyly	en
1376425921	Beals syndrome	en
1376425921	Distal arthrogryposis type 9	en
236564145	Marfan disease	en
1302802480	46,XY DSD due to partial androgen insensitivity	en
1302802480	46,XY disorder of sex development due to partial androgen insensitivity	en
1302802480	Partial androgen insensitivity	en
1302802480	Reifenstein syndrome	en
1302802480	partial androgen resistance syndrome	en
513865687	46,XY DSD due to isolated 17, 20 lyase deficiency	en
1231469858	7-dehydrocholesterol reductase deficiency	en
641763399	GCL - [generalised congenital lipodystrophy]	en
641763399	generalised congenital lipodystrophy	en
1497511971	46,XY DSD due to complete androgen insensitivity	en
1497511971	46,XY disorder of sex development due to complete androgen insensitivity	en
1497511971	Complete androgen insensitivity syndrome	en
1497511971	complete androgen resistance syndrome	en
798723102	ALDD - [autoinflammation - lipoDystrophy - dermatosis syndrome]	en
798723102	CANDLE - [chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature syndrome]	en
798723102	Joint contractures - Muscular atrophy - microcytic anaemia - Panniculitis-induced lipodystrophy syndrome [JMP]	en
472787488	46,XY DSD due to LH defects	en
472787488	46,XY disorder of sex development due to LH defects	en
472787488	LH resistance due to LH receptor inactivation	en
472787488	Male pseudohermaphrodism due to LH defects	en
149585699	XPC - [xeroderma pigmentosum C]	en
502959160	XPA - [xeroderma pigmentosum A]	en
1064918621	XPB - [xeroderma pigmentosum B]	en
1235390174	Combined insulin, insulin-like growth factor 1 (IGF1) and epidermal growth factor (EGF) deficiency	en
1235390174	Hoepffner-Dreyer-Reimers syndrome	en
1235390174	Werner-like syndrome due to combined growth factor deficiency	en
1264512044	Aarskog-Ose-Pande syndrome	en
1264512044	Lipodystrophy - Rieger anomaly - diabetes	en
1264512044	Rieger anomaly - partial lipodystrophy	en
1769061869	XPE - [xeroderma pigmentosum E]	en
1274179464	XPF - [xeroderma pigmentosum F]	en
926388816	XPD - [xeroderma pigmentosum D]	en
2086751990	XPG - [xeroderma pigmentosum G]	en
1729559276	Oculo-oto-nasal malformations with osteo-onychodysplasia (MIM 259780)	en
1268160252	Bart-Pumphrey syndrome (MIM 149200)	en
680001044	COIF - [Congenital onychodysplasia of the index fingers] syndrome	en
680001044	Kikuchi syndrome	en
122538435	Cherubism – gingival fibromatosis – epilepsy – mental deficiency – hypertrichosis – stunted growth (Ramon) syndrome	en
1445741645	Acro-dermato-ungual-lacrimal-tooth syndrome	en
1445741645	Pigment anomaly - ectrodactyly - hypodontia	en
1445741645	Propping Zerres syndrome	en
1407652122	Lymphoedema - hypoparathyroidism	en
2007371732	Acrorenal defect - ectodermal dysplasia - diabetes	en
896657577	Lelis syndrome	en
1226292285	EEC - [Ectrodactyly - ectodermal dysplasia - cleft lip or palate] syndrome	en
1240142461	EEM - [Ectodermal dysplasia - ectrodactyly - macular dystrophy] syndrome	en
1518287158	Baughman syndrome	en
1518287158	CHANDS - [Curly hair - ankyloblepharon - nail dysplasia syndrome]	en
909165198	Growth delay - alopecia - pseudoanodontia - optic atrophy	en
135845109	Gingival fibromatosis-hypertrichosis syndrome	en
278346811	EVC - [Ellis-van Creveld] syndrome	en
278346811	Ellis-van Creveld syndrome	en
278346811	Mesodermic dysplasia	en
1152535279	Hystrix-like ichthyosis - deafness	en
1152535279	KID - [Keratitis – ichthyosis – deafness syndrome] syndrome	en
1152535279	KID/HID - [Keratitis - ichthyosis - deafness/Hystrix-like ichthyosis - deafness] syndrome	en
1152535279	Keratitis - ichthyosis - deafness/Hystrix-like ichthyosis - deafness	en
1152535279	Senter syndrome	en
673167184	Anhidrotic ectodermal dysplasia	en
652761118	Poikiloderma congenitale	en
652761118	Poikiloderma of Rothmund-Thomson	en
1963707662	Dermoodontodysplasia	en
317823248	Tooth and nail syndrome	en
317823248	Witkop syndrome (MIM 189500)	en
633463315	Macias-Flores syndrome	en
1733151457	Wallis syndrome	en
719310172	CAHMR syndrome	en
719310172	Cataract - hypertrichosis - mental retardation syndrome	en
1806277234	Cooks syndrome	en
1745113656	Stevanovic syndrome	en
430494933	Anonychia with flexural pigmentation (MIM 106750)	en
683166625	Goltz syndrome	en
683166625	Goltz-Gorlin syndrome	en
862954780	Salamon syndrome	en
1050983417	Deafness – onychodystrophy – osteodystrophy – intellectual deficit	en
1542530268	Bloch-Siemens syndrome	en
1542530268	Bloch-Sulzberger syndrome	en
1542530268	Incontinentia pigmenti of Bloch-Sulzberger	en
1542530268	nevus pigmentosus systematicus	en
1277620176	Heimler syndrome	en
1277620176	Sensorineural hearing loss with enamel hypoplasia and nail defects	en
1711575115	EBS-plakophilin	en
1711575115	ED – SF - [Ectodermal dysplasia – skin fragility] syndrome (MIM 604536)	en
1711575115	Plakophilin 1 deficiency	en
1711575115	Skin fragility - ectodermal dysplasia syndrome	en
1256237872	OODD (MIM 257980)	en
1811429982	Clouston syndrome (MIM 129500)	en
680695282	Ambras syndrome	en
199539869	Hypertrichosis universalis congenita	en
1611595637	Familial isolated trichomegaly of the eyelashes	en
1975519045	Minamata disease	en
1894344911	dysmorphism due to hydantoin	en
362980699	alcohol affecting fetus or newborn via placenta or breast milk	en
362980699	dysmorphism due to alcohol	en
362980699	fetal EtOH syndrome	en
362980699	fetus or newborn affected by alcohol transmitted via placenta and/or breast milk	en
1055155432	Fetal Valproate Syndrome	en
1089127159	46,XX DSD - anorectal anomalies	en
871657527	synencephalus	en
14808714	Bilateral acoustic neurofibromatosis	en
14808714	Familial acoustic neuroma	en
14808714	Familial vestibular schwannoma	en
14808714	NF2 - [Neurofibromatosis type 2] (MIM 101000)	en
14808714	Neurofibromatosis, central type	en
941488646	Mixed central and peripheral neurofibromatosis	en
941488646	NF3 - [Neurofibromatosis type 3] (MIM 162260)	en
2104999247	Aarskog syndrome	en
2104999247	Faciodigitogenital syndrome	en
2104999247	Faciogenital dysplasia	en
130946618	Ohdo blepharophimosis syndrome	en
2054894662	ABCD - [Albinism - black lock - cell migration disorder of the neurocytes of the gut - sensorineural deafness] syndrome	en
1177551296	Acrocephalopolydactylous dysplasia	en
1177551296	Elejalde syndrome	en
1130540083	BNAR - [Bifid nose - anorectal and renal anomalies] syndrome	en
337970533	NF1 - [Neurofibromatosis type 1]	en
337970533	Neurofibromatosis, peripheral type	en
337970533	Recklinghausen disease	en
337970533	von Recklinghausen disease	en
337970533	von Recklinghausen neuropathy	en
312778814	Berant syndrome	en
312778814	Craniosynostosis - hydrocephalus - Chiari I malformation - radio-ulnar synostosis	en
312778814	Familial scaphocephaly - radioulnar synostosis	en
1894530105	Cantrell syndrome	en
1894530105	Pentalogy of Cantrell	en
1364474053	Heart-hand syndromes	en
1762530521	CAMAK - [Cataract - microcephaly - arthrogryposis - kyphosis] syndrome	en
1762530521	Cataract - microcephaly - arthrogryposis - kyphosis	en
269997265	Sacral agenesis	en
1236528513	Hand-foot-genital syndrome	en
1985591471	LAAHD - [Lethal arthrogryposis - anterior horn cell disease]	en
1985591471	Vuopala disease	en
1171547698	Donnai-Barrow syndrome	en
1451669698	Cantu syndrome	en
2028077140	Fibular hypoplasia or aplasia - femoral bowing - oligodactyly	en
2028077140	Fuhrmann syndrome	en
1167260635	MULIBREY dwarfism	en
1167260635	Perheentupa syndrome	en
1167260635	Pericardial constriction - growth failure	en
190553243	12q14 deletion	en
190553243	12q14 microdeletion syndrome	en
156523187	Keller syndrome	en
156523187	Opitz-Kaveggia syndrome	en
1393408621	Eagle-Barrett syndrome	en
1393408621	Obrinsky syndrome	en
1393408621	abdomen muscle deficiency syndrome	en
1393408621	abdomen muscular deficiency syndrome	en
1393408621	abdominal muscle aplasia syndrome	en
1393408621	abdominal muscle deficiency syndrome	en
1393408621	abdominal muscular deficiency syndrome	en
1393408621	triad syndrome	en
989025532	17p11.2 deletion	en
989025532	17p11.2 deletion syndrome	en
989025532	Monosomy 17p11.2	en
1712420452	RHYNS - [Retinitis pigmentosa - hypopituitarism - nephronophthisis - skeletal dysplasia] syndrome	en
1508836700	Schinzel syndrome	en
1521808255	Klippel-Feil deformity - conductive deafness - absent vagina	en
1521808255	MRKH syndrome type 2	en
1521808255	Mayer-Rokitansky-Küster-Hauser syndrome type 2	en
1521808255	Müllerian aplasia - renal aplasia - cervicothoracic somite dysplasia	en
1452617987	VACTERL association	en
473306797	Sirenomelia syndrome	en
1781576728	Tuberous sclerosis/polycystic kidney disease contiguous gene syndrome	en
2130958672	/SC phocomelia	en
695796893	Meckel syndrome	en
1180436726	ODOD - [Oculo-digito-oesophageal-duodenal syndrome]	en
990969293	Citelli abscess of mastoid	en
990969293	bezold abscess of mastoid	en
1870935966	mastoid necrosis	en
214476774	acute or subacute purulent otitis media	en
214476774	acute or subacute suppurative otitis media	en
996997454	CSOM - [chronic suppurative otitis media]	en
1448530883	abscess of the ear NOS	en
34052926	mastoidalgia	en
168608947	nonsuppurative chronic otitis media, NOS	en
1745144396	acute and subacute nonsuppurative otitis media, NOS	en
480877235	Chronic serous or mucoid otitis media with effusion	en
480877235	Chronic serous or mucoid otitis media with nonpurulent effusion	en
480877235	Seromucinous otitis media	en
480877235	chronic nonsuppurative otitis media with serous effusion	en
480877235	chronic serous or mucoid exudative otitis media	en
480877235	chronic serous or mucoid transudative otitis media	en
480877235	seromucinous chronic otitis media	en
2042672715	vestibulitis	en
479586656	labyrinthine suppuration	en
479586656	suppurative labyrinthitis	en
1254629493	Absence of bronchus	en
1254629493	Agenesis of bronchus	en
351381503	congenital bronchial stricture	en
1749807632	Bronchial diverticula	en
1749807632	bronchial diverticulum	en
1749807632	congenital diverticulum of bronchus	en
2091138945	CCAM - [Congenital cystic adenomatoid malformation]	en
2091138945	Congenital cystic adenomatoid malformation	en
2091138945	Congenital cystic disease of lung	en
2091138945	Congenital cystic lung	en
2091138945	Congenital honeycomb lung	en
2091138945	Congenital lung cyst	en
2091138945	Congenital polycystic disease of lung	en
2091138945	Congenital polycystic lung	en
2091138945	Multiple congenital bronchogenic cysts	en
1826370411	BPFM - [Bronchopulmonary foregut malformation]	en
134836096	Pulmonary agenesis	en
134836096	absence of lobe of lung	en
134836096	absence of lung	en
134836096	agenesis of lobe of lung	en
134836096	aplasia of lung	en
134836096	apulmonism	en
134836096	congenital absence of lobe of lung	en
134836096	congenital absence of lung	en
134836096	congenital aplasia of lung	en
1939904626	FLIT - [Fetal lung interstitial tumour]	en
1939904626	Immature interstitial mesenchymal tumour	en
1469394441	Congenital pulmonary hyperplasia	en
2069435755	Pulmonary lymphangiomatosis	en
1778475393	Pulmonary hypoplasia	en
1778475393	congenital imperfect development of lungs	en
1778475393	congenital small lung	en
1778475393	hypoplasia and dysplasia of lung	en
1778475393	hypoplasia of lobe of lung	en
1778475393	hypoplasia of lung	en
1778475393	hypoplasia of respiratory system	en
1778475393	lung hypoplastic	en
1778475393	pulmonary hypoplastic	en
1778475393	rudimentary lung	en
1778475393	undeveloped lung	en
142812177	Accessory nose	en
142812177	Double nose	en
1833083626	Congenital pulmonary sequestration	en
2099486655	atresia of nares	en
2099486655	choanal fusion	en
2099486655	congenital stenosis of choanae	en
2099486655	congenital stenosis of nares	en
2099486655	nasal atresia NOS	en
1713839459	Familial nasal acilia	en
1713839459	Immotile cilia syndrome	en
409489963	Agenesis and underdevelopment of nose	en
409489963	Congenital absence of nose	en
409489963	absence of nose	en
409489963	agenesis of nose	en
409489963	arhinia	en
409489963	congenital hypoplasia of nose	en
409489963	congenital hypoplastic nose	en
409489963	congenital small nose	en
409489963	nose atresia	en
409489963	nose hypoplasia	en
409489963	underdevelopment of nose	en
7319064	Oropharyngeal teratoma	en
715305088	Congenital nasal pyriform aperture hypoplasia	en
715305088	Congenital stenosis of apertura pyriformis	en
1449384774	Nasal glioma	en
1945378434	Nasopharyngeal atresia	en
1824850646	Fissured, notched and cleft nose	en
1824850646	cleft nose	en
1824850646	congenital cleft nose	en
1824850646	congenital fissure of nose	en
1824850646	congenital notching nose	en
1824850646	congenital notching of tip of nose	en
1824850646	fissure of nose	en
1597380817	Teratoma of nasopharynx	en
646148612	Congenital tubular nose	en
1258096940	Fissure of epiglottis	en
965049946	Familial vocal cord dysfunction	en
965049946	Gerhardt syndrome	en
695885722	Congenital laryngeal diastema	en
1508780420	Congenital vocal cord paralysis	en
64182721	Floppy epiglottis	en
360056769	congenital laryngocele	en
360056769	intralaryngeal sacculation	en
360056769	laryngeal saccule	en
360056769	sacculation of larynx	en
1883097685	hypoplastic larynx	en
1883097685	larynx hypoplasia	en
76585642	congenital subglottic constriction of larynx	en
435155477	accessory lung NOS	en
435155477	azygos lobe	en
435155477	azygos lobe fissure of lung	en
435155477	azygos lobe of lung	en
435155477	supernumerary lung lobe	en
1641764672	congenital web of larynx	en
1641764672	web of larynx NOS	en
988493537	LTEC1 - [Laryngo-tracheo-oesophageal cleft type I]	en
988493537	Laryngeal cleft type I	en
1079691665	LTEC2 - [Laryngo-tracheo-oesophageal cleft type II]	en
1079691665	Laryngeal cleft type II	en
1369602668	LTEC3 - [Laryngo-tracheo-oesophageal cleft type III]	en
1369602668	Laryngeal cleft type III	en
153301443	anomaly of pleural folds	en
534621578	anomaly of osseous meatus	en
492283404	Ear lobe creases	en
492283404	Up lifted earlobe	en
656444317	Double trachea	en
566688418	Congenital absence of trachea	en
566688418	congenital trachea absence	en
2095672409	Atresia of trachea	en
2095672409	congenital trachea stricture	en
2095672409	tracheal atresia	en
2103116043	tracheal cartilage anomaly	en
230363847	Mounier-Kuhn syndrome	en
1630366712	congenital malposition of external ear	en
1630366712	melotia	en
52782345	Congenital big ears	en
2005415414	congenital small ears	en
2005415414	hypoplasia of ear	en
413036259	anomaly of inner ear	en
413036259	congenital abnormal shape of inner ear	en
413036259	congenital abnormality of inner ear	en
413036259	congenital anomaly of inner ear	en
413036259	congenital malformation of inner ear	en
413036259	congenital misshapen inner ear	en
413036259	deformity of inner ear	en
413036259	malformations of inner ear	en
993088960	Dandy Walker cyst	en
993088960	Dandy-Walker deformity	en
993088960	Dandy-Walker syndrome	en
993088960	atresia of foramen of Luschka	en
993088960	atresia of foramen of Magendie	en
993088960	congenital blockage of foramen Magendie	en
73836130	Congenital prominent auricle	en
73836130	bat ear	en
73836130	outstanding ears	en
2115894108	Cranium bifidum	en
2115894108	cerebral meningocele	en
2115894108	encephalomyelocele	en
2115894108	meningoencephalocele	en
2016894416	LTEC4 - [Laryngo-tracheo-oesophageal cleft type IV]	en
2016894416	Laryngeal cleft type IV	en
238760163	Malformations of ear ossicles	en
238760163	Ossicular malformations	en
238760163	anomaly of ear ossicles	en
238760163	anomaly of ossicles	en
238760163	congenital abnormality of ear ossicles	en
238760163	congenital anomaly of ossicles of ear	en
238760163	congenital malformation of ear ossicles	en
238760163	deformity of auditory ossicles	en
238760163	deformity of ear ossicles, middle ear	en
531098996	Dilated ventricles due to developmental anomaly	en
1284135636	Atresia of the aqueduct of Sylvius	en
1284135636	Bicker-Adams syndrome	en
1284135636	Stenosis of the aqueduct of Sylvius	en
1284135636	anomaly of aqueduct of sylvius	en
1284135636	aqueduct of Sylvius stricture	en
1284135636	aqueduct of sylvius septum	en
1284135636	congenital aqueduct of Sylvius occlusion	en
1284135636	congenital obstruction of aqueduct of Sylvius	en
1284135636	congenital stenosis of aqueduct of Sylvius	en
1284135636	deformity of aqueduct of sylvius	en
1284135636	hydrocephalus with aqueduct of Sylvius stricture	en
368780653	Macrencephaly	en
368780653	Macroencephaly	en
1712699129	HPE - [holoprosencephaly]	en
1007234149	LTEC0 - [laryngo-tracheo-oesophageal cleft type 0]	en
2056675356	Congenital absence of auricle	en
2056675356	Congenital absence of ear auricle	en
2056675356	absence of auricle	en
2056675356	absence of ear auricle	en
2056675356	agenesis of ear auricle	en
2056675356	agenesis of external ear	en
2056675356	congenital absence of external ear	en
2056675356	congenital absence of pinna	en
179350437	Micrencephalon	en
179350437	Micrencephaly	en
179350437	Microencephaly	en
179350437	brain hypoplasia	en
179350437	brain nondevelopment	en
179350437	cephalic hypoplasia	en
179350437	congenital microcephaly	en
179350437	microcephalic	en
179350437	microcephalus	en
179350437	nanocephaly	en
179350437	undeveloped brain	en
179350437	undeveloped cerebrum	en
314107400	Arhinencephaly	en
1740361952	Atelencephaly	en
1740361952	Garcia-Lurie syndrome	en
810833887	Neuronal dysmigration syndromes	en
2012425106	ACC - [agenesis of corpus callosum]	en
2012425106	absence of corpus callosum	en
2012425106	absent corpus callosum	en
2012425106	aplasia of corpus callosum	en
2012425106	congenital absence of corpus callosum	en
2012425106	congenital malformation of corpus callosum	en
2012425106	deformity of corpus callosum	en
2012425106	hypoplasia of corpus callosum	en
2012425106	hypoplastic corpus callosum	en
845275248	Vesiculocephaly	en
1633056148	Congenital cerebral cysts	en
1633056148	congenital brain cyst	en
1633056148	congenital cerebral porosis	en
1633056148	congenital cystic brain degeneration	en
2070601288	Split cord malformation	en
2070601288	diplomyelia	en
465198086	Congenital syringomyelia or hydromyelia	en
1787577133	Spinal cord agenesis	en
1383121646	Arnold-Chiari obstruction type I	en
1383121646	Chiari malformation type I	en
1652913179	Lateral meningocele syndrome	en
1652913179	Lehman syndrome	en
546224466	Acephalia	en
546224466	Acephalism	en
546224466	Congenital absence of head	en
979482551	Closed spina bifida	en
979482551	Spina bifida with hydrocephalus	en
1292761836	absent brain	en
1292761836	anencephalic	en
1292761836	anencephalic monster	en
1292761836	anencephalus	en
1292761836	brain absence	en
1292761836	brain agenesis	en
1292761836	brain aplasia	en
1292761836	congenital absence of brain	en
1292761836	congenital absence of cerebrum	en
1292761836	congenital hemicrania	en
1292761836	incomplete anencephaly	en
172158971	Neurenteric malformation	en
187581000	Open spina bifida	en
187581000	Spina bifida aperta with tethered spinal cord	en
187581000	Spina bifida manifesta	en
187581000	Spina bifida without hydrocephalus	en
1558931335	Iniencephalus	en
2075761415	Connective tissue naevus	en
1943984130	Naevus depigmentosus	en
2057584615	Agenesis of adrenal gland	en
2057584615	Congenital adrenal glandular absence	en
183381588	Café-au-lait macule	en
154698183	Amyelencephalus	en
766441237	spinal meningocele	en
541084000	Sudoriparous angioma	en
684964464	congenital abnormalities of the nails	en
684964464	congenital deformity of nail	en
684964464	congenital malformation of nail	en
684964464	developmental defects of the nail plate	en
566805920	Congenital dilatation of ureter	en
566805920	Congenital megaloureter	en
566805920	congenital megaureter	en
566805920	congenital ureteral dilatation	en
1444833828	congenital malformation of hair and hair growth	en
808343797	congenital hydrocalycosis	en
808343797	congenital hydroureteronephrosis	en
929930142	Absent ureter	en
929930142	absence of ureter	en
929930142	congenital absence of ureter	en
929930142	ureteric agenesis	en
646645493	Displacement of ureter or ureteric orifice	en
646645493	anomalous implantation of ureter or ureteric orifice	en
1378244108	Accessory ureter	en
1378244108	Double ureter	en
1378244108	bifid ureter	en
1378244108	ureter bifurcation	en
1661120971	Fetal LUTO - [lower urinary tract obstruction]	en
1661120971	other atresia or stenosis of urethra or bladder neck	en
1927556258	Ectopia vesicae	en
1927556258	Extroversion of bladder	en
1927556258	bladder ectopia	en
1927556258	congenital displacement of bladder	en
1927556258	congenital ectopic bladder	en
1927556258	congenital exteriorized bladder	en
1927556258	congenital exteriorized bladder mucosa	en
1927556258	congenital exteriorized or extroverted bladder malposition	en
1927556258	congenital extroversion of urinary bladder	en
1927556258	exstrophy of bladder	en
1927556258	exstrophy of bladder sequence	en
17481526	Hutch-diverticulum	en
17481526	congenital bladder diverticulum	en
17481526	congenital vesical diverticulum	en
1235049952	congenital fusion of kidneys	en
833222859	Single congenital cyst of kidney	en
1723148250	Cacchi-Ricci disease	en
1723148250	MSK - [medullary sponge kidney]	en
1723148250	sponge kidney NOS	en
921320354	congenital renal dysplasia	en
921320354	dysplasia of kidney	en
921320354	dysplastic kidney	en
752259190	double kidney	en
752259190	duplex kidney	en
752259190	extra kidney	en
752259190	kidney duplication	en
752259190	supernumerary kidney	en
752259190	triple kidneys	en
1178642763	MCDK - [multicystic dysplastic kidney]	en
1178642763	developmental multicystic kidney	en
1178642763	multicystic dysplastic kidney	en
1178642763	multiple congenital cysts of kidney	en
1952603717	diaphragm agenesis	en
1026559263	Congenital displaced kidney	en
1026559263	Malrotation of kidney	en
1026559263	congenital malposition of kidney	en
1026559263	congenital misplaced kidney	en
1026559263	congenital prolapsed kidney	en
1414428936	congenital diaphragm defect with hernia	en
1414428936	congenital diaphragm hernia	en
1414428936	gross congenital diaphragm defect	en
1648183157	diaphragm elevation	en
1648183157	high diaphragm	en
1473795981	Acordia	en
670570793	Vitelline duct remnants and cysts	en
191424358	Primitive kidney tubule syndrome	en
191424358	Renotubular dysgenesis	en
786923408	Cystic mucoid degeneration of the umbilical cord	en
283910751	Malformations of urachus	en
283910751	Urachus remnants or cysts	en
