ancestor_id	descendant_id	depth
1676588433	769299330	1
1676588433	397237014	2
1676588433	714690795/unspecified	2
1676588433	1761440261	2
1676588433	844301129	2
1676588433	998231424/unspecified	2
1676588433	500976312	2
1676588433	1217641719	2
1676588433	232349777	2
1676588433	582014993	2
1676588433	931320871	2
1676588433	490388233	2
1676588433	1447256030	2
1676588433	1580466198/unspecified	2
1676588433	1836362492	2
1676588433	860159762	2
1676588433	1206497261	2
1676588433	1443836552	2
1676588433	2068155409	2
1676588433	804785400	2
1676588433	1767310182	2
1676588433	769299330/unspecified	2
1676588433	226414625	2
1676588433	1544040798	2
1676588433	1484332320	2
1676588433	111589839	2
1676588433	1670900253	3
1676588433	802222001	3
1676588433	241576806	3
1676588433	837568640	3
1676588433	1901922425	3
1758603433	1758603433	0
1758603433	160098936	1
1758603433	2099755657	1
1158485193/unspecified	1158485193/unspecified	0
843941399	843941399	0
1354901847	1354901847	0
2133824111	2133824111	0
1906812546	1906812546	0
1729775841	1729775841	0
465717520	465717520	0
809574867	809574867	0
775684062	775684062	0
492236382	492236382	0
1810868690	1810868690	0
1452641873	1452641873	0
1452641873	237039059	1
1452641873	1734357568	1
1452641873	33632175	1
1052317213	1052317213	0
733056203	733056203	0
733056203	980033565	1
733056203	1697476647	1
733056203	739212201	1
733056203	114442391	1
733056203	1524980703	1
733056203	1250456089	1
733056203	46666832	1
733056203	180128195	1
733056203	485676510	1
733056203	1920929898	1
733056203	733056203/other	1
733056203	733056203/unspecified	1
733056203	202633477	1
733056203	1636268619	2
733056203	861297039	2
733056203	1839642679	2
733056203	1064803315	2
733056203	478178009	2
733056203	480633636	2
733056203	1116860052	2
733056203	1214673956	2
733056203	1105019687	2
733056203	1671007491	2
733056203	1512952006	2
733056203	1434177374	2
92075119	92075119	0
1174006018	1174006018	0
1037504133	1037504133	0
826670225	826670225	0
826670225	168968612	1
826670225	680629191	1
826670225	1903622279	1
826670225	826670225/unspecified	1
826670225	826670225/other	1
826670225	187782163	2
826670225	699565686	2
826670225	1017279853	2
826670225	434331967	2
826670225	1031889118	2
826670225	771948358	2
826670225	129288147	2
826670225	428990012	2
826670225	901583828	2
