from_diagnosis_id	to_diagnosis_id	relationship_type	is_required	allow_multiple
622600769	145723401	hasCausingCondition	True	True
622600769	985510409	hasCausingCondition	True	True
622600769	1646490591	hasCausingCondition	True	True
622600769	1913468488	hasCausingCondition	True	True
622600769	2055968951	hasCausingCondition	True	True
622600769	1438584733	hasCausingCondition	True	True
622600769	132287989	hasCausingCondition	True	True
622600769	1326582778	hasCausingCondition	True	True
622600769	390527954	hasCausingCondition	True	True
622600769	1802307036	hasCausingCondition	True	True
622600769	1866587875	hasCausingCondition	True	True
622600769	1676389165	hasCausingCondition	True	True
622600769	547567937	hasCausingCondition	True	True
622600769	1357848258	hasCausingCondition	True	True
622600769	255141529	hasCausingCondition	True	True
622600769	1435254666/unspecified	hasCausingCondition	True	True
622600769	1760597414	hasCausingCondition	True	True
622600769	458687859	hasCausingCondition	True	True
622600769	1965146397	hasCausingCondition	True	True
622600769	2098808565	hasCausingCondition	True	True
622600769	1323682030	hasCausingCondition	True	True
622600769	40398753	hasCausingCondition	True	True
622600769	2071113448	hasCausingCondition	True	True
622600769	775356003	hasCausingCondition	True	True
622600769	1351188281	hasCausingCondition	True	True
622600769	1824134974	hasCausingCondition	True	True
622600769	763951483	hasCausingCondition	True	True
622600769	410058129	hasCausingCondition	True	True
622600769	455330172	hasCausingCondition	True	True
622600769	216184590	hasCausingCondition	True	True
622600769	2058491071	hasCausingCondition	True	True
622600769	441183088	hasCausingCondition	True	True
622600769	1848472780	hasCausingCondition	True	True
622600769	911707612	hasCausingCondition	True	True
1683090852	1458683894	associatedWith	False	True
1683090852	370028006	associatedWith	False	True
1683090852	508643963	associatedWith	False	True
1683090852	761526554	associatedWith	False	True
1683090852	588616678	hasCausingCondition	True	True
1683090852	1904876434	hasCausingCondition	True	True
1683090852	979278646	hasCausingCondition	True	True
1683090852	1539889147	hasCausingCondition	True	True
1683090852	1412960686	hasCausingCondition	True	True
1683090852	1935092859	hasCausingCondition	True	True
1683090852	487269828	hasCausingCondition	True	True
1683090852	1000704511	hasCausingCondition	True	True
1683090852	1104303944	hasCausingCondition	True	True
1683090852	1585949804	hasCausingCondition	True	True
1683090852	921595235	hasCausingCondition	True	True
1683090852	1251496839	hasCausingCondition	True	True
1683090852	1136802325	hasCausingCondition	True	True
1683090852	145723401	hasCausingCondition	True	True
1683090852	985510409	hasCausingCondition	True	True
1683090852	1646490591	hasCausingCondition	True	True
1683090852	1939815950	hasCausingCondition	True	True
1683090852	255141529	hasCausingCondition	True	True
1683090852	1435254666/unspecified	hasCausingCondition	True	True
1683090852	1760597414	hasCausingCondition	True	True
1683090852	458687859	hasCausingCondition	True	True
1683090852	1965146397	hasCausingCondition	True	True
1683090852	74527684	hasCausingCondition	True	True
1683090852	260431605	hasCausingCondition	True	True
1683090852	2098808565	hasCausingCondition	True	True
1683090852	142052508	hasCausingCondition	True	True
1683090852	1323682030	hasCausingCondition	True	True
1683090852	40398753	hasCausingCondition	True	True
1683090852	2071113448	hasCausingCondition	True	True
1683090852	775356003	hasCausingCondition	True	True
1683090852	1351188281	hasCausingCondition	True	True
1683090852	1824134974	hasCausingCondition	True	True
1683090852	763951483	hasCausingCondition	True	True
1683090852	410058129	hasCausingCondition	True	True
1683090852	455330172	hasCausingCondition	True	True
1683090852	216184590	hasCausingCondition	True	True
1683090852	2058491071	hasCausingCondition	True	True
1683090852	441183088	hasCausingCondition	True	True
1683090852	1848472780	hasCausingCondition	True	True
1683090852	911707612	hasCausingCondition	True	True
1017662917	956664712	hasManifestation	False	True
1017662917	1358604969	hasManifestation	False	True
1017662917	1054675109	hasManifestation	False	True
1017662917	1154736543	hasManifestation	False	True
1017662917	1584778394	hasManifestation	False	True
1017662917	1957823459	hasManifestation	False	True
1017662917	1024154490	hasManifestation	False	True
1017662917	1917562684/other	hasManifestation	False	True
1017662917	698285441	hasManifestation	False	True
1017662917	236924369	associatedWith	False	True
1017662917	771273482	associatedWith	False	True
1017662917	1508081745	associatedWith	False	True
1365268441	1435254666	hasCausingCondition	True	True
1365268441	1630407678	hasCausingCondition	True	True
1365268441	1766440644	hasCausingCondition	True	True
1365268441	1954798891	hasCausingCondition	True	True
1365268441	21500692	hasCausingCondition	True	True
1365268441	1296093776	hasCausingCondition	True	True
1365268441	426429380	hasCausingCondition	True	True
1365268441	197934298	hasCausingCondition	True	True
1365268441	1256772020	hasCausingCondition	True	True
1365268441	1473673350	hasCausingCondition	True	True
1365268441	30659757	hasCausingCondition	True	True
1365268441	1306203631	hasCausingCondition	True	True
514403112	2064398473	hasManifestation	False	True
514403112	58868923	hasManifestation	False	True
514403112	1703442464	hasManifestation	False	True
514403112	1971756453	hasManifestation	False	True
514403112	590084641	hasManifestation	False	True
514403112	11753425	hasManifestation	False	True
514403112	1948124976	hasManifestation	False	True
514403112	133207228	hasManifestation	False	True
514403112	1656445230	hasManifestation	False	True
514403112	1935524933	hasManifestation	False	True
514403112	1067593741	hasManifestation	False	True
514403112	1889351414	hasManifestation	False	True
514403112	915779102	hasManifestation	False	True
514403112	1332995100	hasManifestation	False	True
514403112	111658096	hasManifestation	False	True
514403112	390439470	hasManifestation	False	True
514403112	850824593	hasManifestation	False	True
514403112	370028006	hasManifestation	False	True
514403112	1654881561	hasManifestation	False	True
514403112	1256772020	hasManifestation	False	True
514403112	844980278	hasManifestation	False	True
514403112	1237004558	hasManifestation	False	True
514403112	753457327	hasManifestation	False	True
514403112	1191558345	hasManifestation	False	True
514403112	1479699556	hasManifestation	False	True
1609027855	1435254666	hasCausingCondition	True	True
1609027855	1630407678	hasCausingCondition	True	True
1609027855	1766440644	hasCausingCondition	True	True
1609027855	1954798891	hasCausingCondition	True	True
1609027855	21500692	hasCausingCondition	True	True
1609027855	1296093776	hasCausingCondition	True	True
1609027855	426429380	hasCausingCondition	True	True
1609027855	197934298	hasCausingCondition	True	True
1609027855	1256772020	hasCausingCondition	True	True
1609027855	1473673350	hasCausingCondition	True	True
1609027855	30659757	hasCausingCondition	True	True
1609027855	1306203631	hasCausingCondition	True	True
1609027855	714000734	hasCausingCondition	True	True
875272781	1435254666	hasCausingCondition	True	True
875272781	1630407678	hasCausingCondition	True	True
875272781	1766440644	hasCausingCondition	True	True
875272781	1954798891	hasCausingCondition	True	True
875272781	21500692	hasCausingCondition	True	True
875272781	1296093776	hasCausingCondition	True	True
875272781	426429380	hasCausingCondition	True	True
875272781	197934298	hasCausingCondition	True	True
875272781	1256772020	hasCausingCondition	True	True
875272781	1473673350	hasCausingCondition	True	True
875272781	30659757	hasCausingCondition	True	True
875272781	1306203631	hasCausingCondition	True	True
875272781	714000734	hasCausingCondition	True	True
854762584	956664712	hasManifestation	False	True
956664712	1435254666	hasManifestation	False	True
956664712	1630407678	hasManifestation	False	True
956664712	1766440644	hasManifestation	False	True
956664712	1954798891	hasManifestation	False	True
956664712	577470983	hasManifestation	False	True
956664712	21500692	hasManifestation	False	True
956664712	334423054	hasManifestation	False	True
956664712	274880002	hasManifestation	False	True
956664712	1296093776	hasManifestation	False	True
956664712	868865918	hasManifestation	False	True
956664712	1218729044	hasManifestation	False	True
956664712	426429380	hasManifestation	False	True
956664712	197934298	hasManifestation	False	True
956664712	1256772020	hasManifestation	False	True
956664712	1639304259	hasManifestation	False	True
956664712	1473673350	hasManifestation	False	True
956664712	30659757	hasManifestation	False	True
956664712	714000734	hasManifestation	False	True
956664712	1306203631	hasManifestation	False	True
956664712	223744320	hasManifestation	False	True
1054675109	588616678	hasCausingCondition	True	True
1054675109	1904876434	hasCausingCondition	True	True
1054675109	979278646	hasCausingCondition	True	True
1054675109	1539889147	hasCausingCondition	True	True
1054675109	1412960686	hasCausingCondition	True	True
1054675109	1935092859	hasCausingCondition	True	True
1054675109	487269828	hasCausingCondition	True	True
1054675109	1000704511	hasCausingCondition	True	True
1054675109	956664712	hasCausingCondition	True	True
1054675109	588527933	hasCausingCondition	True	True
1054675109	854762584	hasCausingCondition	True	True
1054675109	1543765035	hasCausingCondition	True	True
1054675109	682536148	hasCausingCondition	True	True
1054675109	961032639	hasCausingCondition	True	True
1054675109	1306878274	hasCausingCondition	True	True
1054675109	804089791	hasCausingCondition	True	True
1054675109	1040970454	hasCausingCondition	True	True
1054675109	1530937152	hasCausingCondition	True	True
1054675109	608978790	hasCausingCondition	True	True
1054675109	1501615629	hasCausingCondition	True	True
1054675109	1358604969	hasCausingCondition	True	True
1054675109	62316737	hasCausingCondition	True	True
1054675109	1727868245	hasCausingCondition	True	True
1054675109	307264938	hasCausingCondition	True	True
1054675109	1104303944/other	hasCausingCondition	True	True
1054675109	835129952	hasCausingCondition	True	True
1054675109	1959883044	hasCausingCondition	True	True
1054675109	921595235	hasCausingCondition	True	True
1054675109	951357413	hasCausingCondition	True	True
1054675109	1091013360	hasCausingCondition	True	True
1054675109	1251496839	hasCausingCondition	True	True
1054675109	1136802325	hasCausingCondition	True	True
1054675109	145723401	hasCausingCondition	True	True
1054675109	985510409	hasCausingCondition	True	True
1054675109	1646490591	hasCausingCondition	True	True
1054675109	415880883	hasCausingCondition	True	True
1054675109	1627222936	hasCausingCondition	True	True
1054675109	1295135613	hasCausingCondition	True	True
1054675109	1939815950	hasCausingCondition	True	True
1054675109	255141529	hasCausingCondition	True	True
1054675109	293771399	hasCausingCondition	True	True
1054675109	1435254666/unspecified	hasCausingCondition	True	True
1054675109	1760597414	hasCausingCondition	True	True
1054675109	458687859	hasCausingCondition	True	True
1054675109	1098683540	hasCausingCondition	True	True
1054675109	902939755	hasCausingCondition	True	True
1054675109	1965146397	hasCausingCondition	True	True
1054675109	142052508	hasCausingCondition	True	True
1054675109	911707612	hasCausingCondition	True	True
751399056	1656157931	hasManifestation	False	True
751399056	684930313	hasManifestation	False	True
1321303663	684930313	hasManifestation	False	True
1321303663	293771399	hasManifestation	False	True
1321303663	1323682030	hasManifestation	False	True
