icd_11_id	synonym
1195988325	lung disease with systemic lupus erythematosus
1552156400	lupus encephalopathy
643345953	Sclerodermatous chronic graft-versus-host disease
643345953	late chronic GVHD - [graft-versus-host disease]
643345953	sclerodermatous GVHD - [graft-versus-host disease]
643345953	sclerodermatous graft-versus-host disease
298553183	Chronic lichenoid graft-versus-host disease
298553183	chronic lichenoid GVHD - [graft-versus-host disease]
298553183	early chronic GVHD - [graft-versus-host disease]
2040942599	Löfgren syndrome
524392521	delayed acute GVHD - [graft-versus-host disease]
1037124796	dilated cardiomyopathy due to sarcoidosis
1037124796	sarcoid cardiomyopathy
1908479253	sarcoid myopathy
1500011635	osseous sarcoidosis
1366870567	Deposit in bone in Boeck's sarcoid
1366870567	Jüngling's disease
1366870567	Osteitis tuberculosa cystica
1366870567	Osteitis tuberculosa multiplex cystoides
691293353	arthritis secondary to sarcoidosis
1084112646	Renal sarcoidosis
58596440	Iridocyclitis in sarcoidosis
2079034902	Heerfordt syndrome
2079034902	Heerfordt's disease
2079034902	Uveoparotitis
2097726656	Herpes simplex infection of male genital tract NOS
2097726656	Herpesviral infection of male genital tract NOS
1152591914	Herpetic balanitis
1152591914	Penile herpes
1217587798	Primary genital herpes of female genital tract
2118246468	Syphilis of central nervous system NOS
2118246468	gumma of central nervous system
2118246468	late syphilis of central nervous system NOS
2118246468	late syphilis of the central nervous system
2118246468	neurosyphilis gumma
2118246468	neurosyphilitic gumma
2118246468	syphilis of central nervous system
2118246468	syphilitic gumma of central nervous system
2118246468	tertiary central nervous system syphilis
183283901	syphilitic cardiopathy
74135147	Syphilis positive serology, late or 2 years or more after infection
1431940183	Chlamydial infection of pelviperitoneum and other genitourinary organs
1431940183	pelviperitonitis chlamydia
244762378	hypertensive crisis with acute organ damage
244762378	severely elevated blood pressure with acute organ damage
491122958	enteritis due to chlamydia
928096938	chlamydial pharyngitis
928096938	pharyngeal chlamydia infection
956687992	hypertensive crisis without acute organ damage
956687992	severely elevated blood pressure without acute organ damage
806511043	venereal disease of the lower genitourinary sites due to chlamydia trachomatis
282073961	Congenital neurosyphilis
282073961	Juvenile neurosyphilis
282073961	juvenile central nervous system syphilis
1972500906	Hypertension secondary to drug therapy
422807701	hypertension due to renovascular disease
422807701	renal hypertension
422807701	renal vascular hypertension
422807701	renovascular hypertension
575338965	Hypertensive renal failure
575338965	hypertensive chronic renal insufficiency
575338965	hypertensive renal sclerosis with renal failure
575338965	kidney hypertension with renal failure
575338965	renal insufficiency with hypertension
1917449952	diastolic and systolic HTN - [hypertension]
1917449952	diastolic and systolic hypertension
1917449952	diastolic hypertension with systolic hypertension
445216879	trichomonal cystitis
1233564311	Hypertensive renal disease NOS
1233564311	arteriosclerotic kidney
1233564311	arteriosclerotic kidney disease
1233564311	renal arteriosclerosis
1233564311	renal arteriosclerotic disease
1233564311	renal sclerosis, unspecified
1233564311	renal vascular insufficiency
1233564311	renovascular disease
1233564311	sclerosis of kidney
1233564311	sclerotic kidney
1461918574	diastolic HTN - [hypertension]
1461918574	diastolic hypertension
1160249934	essential HTN - [hypertension], without mention of hypertensive crisis
1434352150	arteriocardiorenal disease
1434352150	cardiorenal change
1434352150	cardiorenal damage
1434352150	cardiorenal degeneration
1434352150	cardiorenal hypertension
1434352150	cardiorenal syndrome
1434352150	cardiorenal vascular damage
1434352150	cardiorenal vascular disease
1434352150	cardiovascular hypertension with renal disease
1434352150	cardiovascular renal degeneration
1434352150	cardiovascular renal syndrome
1434352150	hypertensive cardiorenal disease
1434352150	hypertensive cardiovascular renal disease
1434352150	hypertensive heart disease with hypertensive kidney disease
1434352150	kidney hypertension with hypertensive heart disease
644961579	accelerated HTN - [hypertension]
644961579	accelerated hypertension
644961579	accelerated primary hypertension
543412184	essential HTN - [hypertension], with mention of hypertensive crisis
1788452129	systolic HTN - [hypertension]
1788452129	systolic hypertension
762120574	gonococcal infection of lower genitourinary tract
762120574	gonorrhoeal condyloma
1210500328	gonococcal abscess of lower genitourinary system
1019543883	orthostatic HTN - [hypertension]
1226540022	gonorrhoea of seminal vesicle
1134622991	Leukorrhoea vaginalis due to Trichomonas vaginalis
1134622991	trichomonal fluor vaginalis
1134622991	trichomonal leukorrhoea
1134622991	trichomonal leukorrhoea vaginalis
1134622991	trichomonal vaginitis
1134622991	vaginal trichomoniasis
1208029865	HCVD - [hypertensive cardiovascular disease]
1208029865	HHD - [hypertensive heart disease]
1208029865	Hypertensive heart disease without congestive heart failure
1208029865	Hypertensive heart disease, not otherwise specified
1208029865	benign hypertensive cardiovascular disease
1208029865	benign hypertensive heart disease
1208029865	cardiovascular hypertension disease
1208029865	essential hypertensive cardiovascular disease
1208029865	hypertensive arteriosclerotic cardiovascular disease
1208029865	hypertensive cardiac disease NOS
1208029865	hypertensive cardiac hypertrophy
1208029865	hypertensive cardiomyopathy
1208029865	hypertensive cardiopathy
1208029865	hypertensive cardiovascular collapse
1208029865	hypertensive cardiovascular disease
1208029865	hypertensive heart
1208029865	hypertensive myocardial degeneration
1208029865	hypertensive myocardial insufficiency
1208029865	hypertensive myocarditis
1208029865	hypertensive myocardium degeneration
1208029865	hypertensive myocardium insufficiency
1208029865	malignant hypertensive heart disease
152245238	Gonococcal female pelvic inflammatory disease
600660459	Congestive heart failure due to hypertension
600660459	Hypertensive heart disease with congestive heart failure
600660459	Hypertensive heart failure
600660459	Left ventricular failure due to hypertension
600660459	benign hypertensive heart disease with congestive cardiac failure
600660459	benign hypertensive heart disease with congestive heart failure
600660459	benign hypertensive heart disease with heart failure
600660459	hypertensive CCF - [congestive cardiac failure]
600660459	hypertensive cardiorespiratory failure
600660459	hypertensive congestive heart failure
600660459	hypertensive left ventricular failure
600660459	malignant hypertensive heart disease with congestive cardiac failure
600660459	malignant hypertensive heart disease with congestive heart failure
600660459	malignant hypertensive heart disease with heart failure
191565955	Genital syphilitic chancre
191565955	Syphilitic chancre NOS
191565955	chancre
191565955	genital chancre
191565955	genital syphilis
191565955	mixed chancre
191565955	primary syphilis
191565955	primary syphilitic chancre
191565955	syphilitic bubo
191565955	syphilitic chancre
191565955	syphilitic rollet chancre
191565955	venereal inguinal bubo
769023988	meningitis due to gonococcus
359736861	gonococcal proctitis
359736861	gonococcal rectal infection
359736861	gonococcal stricture of rectum
359736861	gonorrhoea of rectum
359736861	rectal gonorrhoea
1847647511	Anal syphilitic chancre
1847647511	primary syphilis of anus
1332021123	gonococcal infection of pharynx
1332021123	gonorrhoea of pharynx
1332021123	pharyngeal gonococcal infection
959666151	Gonococcal inflammatory cardiomyopathy
1002985340	gonococcal anal infection
1002985340	gonorrhoea of anus
1740879455	Gonococcal pneumonia
1740879455	Pneumonia due to gonorrhoea
1768103550	latent syphilis, positive serology, early or less than 2 years after infection
2143699068	Mucocutaneous secondary syphilis
1463492844	adhesion; pericardium focal
438334455	rheumatic adherent pericardium
438334455	rheumatic cardiac adhesion
438334455	rheumatic heart adhesion
438334455	rheumatic pericardial adhesions
438334455	rheumatic pericardium adhesion
856729294	hydropneumopericardium
856729294	pneumohydropericardium
218535516	Intra-anal human papillomavirus infection
1009708041	Endocardial involvement in gonococcal infection
1923797700	Condylomata acuminata of vulva
1923797700	HPV - [Human papillomavirus] infection of vulva
1923797700	Vulval warts
56690084	pneumopericardium
1031905196	Condylomata acuminata of penis
1031905196	Genital warts of penis
1031905196	HPV - [Human papillomavirus] infection of penis
66658185	Accretio cordis
66658185	adherent pericarditis
66658185	adherent pericardium
66658185	adhesive pericarditis
66658185	fibrosis of pericardium
66658185	fibrous pericarditis
66658185	pericardial adhesions
646257290	hydropericardium
1702054843	calcification of pericardium
5628351	Condylomata acuminata of perianal skin
5628351	HPV - [Human papillomavirus] infection of perianal skin
459694358	pericarditic pseudocirrhosis
1259725625	arteriosclerotic cardiomyopathy
1259725625	arteriosclerotic cardiopathy
1259725625	dilated cardiomyopathy due to acquired coronary artery disease
1259725625	dilated cardiomyopathy due to ischaemic heart disease
1259725625	generalised ischaemic myocardial dysfunction
1259725625	ischemia cardiomyopathy
956002477	healed myocardial infarction
956002477	myocardial scar
956002477	myocardial scarring
956002477	old MI - [myocardial infarction]
956002477	past myocardial infarction
956002477	previous myocardial infarction
689827272	ASCVD - [arteriosclerotic cardiovascular disease]
689827272	arteriosclerotic cardiovascular disease
689827272	atherosclerotic cardiovascular disease
689827272	cardiovascular arteriosclerosis
689827272	cardiovascular arteriosclerosis disease
689827272	cardiovascular disease with arteriosclerosis
689827272	senile arteriosclerotic cardiovascular disease
1571863865	cardiac aneurysm
1571863865	heart aneurysm
1571863865	myocardial aneurysm
1280712786	arteriosclerotic CAD - [coronary artery diseases]
1280712786	atheromatous coronary artery disease
1280712786	atherosclerotic CAD - [coronary artery disease]
1280712786	atherosclerotic coronary artery disease
1280712786	atherosclerotic coronary disease
1280712786	atherosclerotic coronary vascular disease
1280712786	atherosclerotic heart disease
1280712786	cardiac arteriosclerosis
1280712786	cardiac sclerosis
1280712786	coronary arteriosclerotic disease
1280712786	coronary artery atheroma
1280712786	coronary artery atherosclerosis
1280712786	coronary artery ossification
1280712786	coronary artery ostial stenosis due to atherosclerosis
1280712786	coronary artery sclerosis
1280712786	coronary artery stenosis due to atherosclerosis
1280712786	coronary artery stricture due to atherosclerosis
1280712786	coronary occlusive disease
1280712786	coronary vascular arteriosclerosis
1280712786	coronary vessel disease NOS
1280712786	ischaemic coronary artery disesae
1280712786	myocardial sclerosis
1280712786	narrowing of coronary artery due to atherosclerosis
1280712786	stenosing CAD - [coronary artery diseases]
1414518947	coronary insufficiency with a stated duration of over 4 weeks
993844371	extension of myocardial infarction
993844371	recurrent myocardial infarction
993844371	reinfarction of myocardial infarction
765035155	ischaemic heart disease with a stated duration of four weeks or less
435889652	Perimyocarditis
520214280	acute nonspecific pericarditis
520214280	idiopathic pericarditis NOS
904209735	Embolism of coronary artery or vein not resulting in myocardial infarction
904209735	Occlusion of coronary artery or vein not resulting in myocardial infarction
904209735	Thromboembolism of coronary artery or vein not resulting in myocardial infarction
904209735	aborted myocardial infarction
904209735	arteria coronaria thrombosis not resulting in infarction
904209735	artery coronaria embolism not resulting in infarction
904209735	cardiac thrombosis not resulting in infarction
904209735	coronary blood clot not resulting in infarction
904209735	coronary embolism not resulting in infarction
904209735	coronary occlusion not resulting in infarction
904209735	coronary thromboembolism not resulting in infarction
904209735	embolism of heart not resulting in infarction
904209735	endocardial thrombosis not resulting in infarction
904209735	intramural thrombosis not resulting in infarction
904209735	parietal thrombosis not resulting in infarction
904209735	thrombosis of coronary artery not resulting in infarction
718946808	AP - [angina pectoris]
718946808	AP - [angina pectoris] syndrome
718946808	Angina
718946808	Angina NOS
718946808	Anginal syndrome
718946808	Ischaemic chest pain
718946808	Ischaemic heart disease with angina
718946808	angina attack
718946808	angina pectoris syndrome
718946808	angina syndrome
718946808	anginal cardiopathy
718946808	angor pectoris
718946808	cardiac angina syndrome
718946808	chest angina
718946808	coronary pain NOS
718946808	heart angina
2051676830	Pyopericarditis
2051676830	acute purulent pericarditis
2051676830	acute suppurative pericarditis
2051676830	fibrinopurulent pericarditis
2051676830	infective pericarditis NOS
2051676830	pericardial abscess
2051676830	pericardium abscess
2051676830	purulent pericarditis
2051676830	pyopericardium
2051676830	septic pericarditis
2051676830	suppurative pericarditis
1334938734	AMI - [acute myocardial infarction]
1334938734	MI - [myocardial infarction]
1334938734	acute MI - [myocardial infarction]
1334938734	acute cardiac infarction
1334938734	acute myocardial infarct NOS
1334938734	acute myocardial infarction NOS
1334938734	cardiac accident
1334938734	cardiac attack
1334938734	cardiac infarct
1334938734	cardiac infarction
1334938734	heart apoplexy
1334938734	heart attack
1334938734	infarction of heart
1334938734	myocardial infarct NOS
1334938734	myocardial infarction, NOS
1334938734	ventricular infarct
1334938734	ventricular infarction
456973650	postinfarction ventricular aneurysm
456973650	ventricular aneurysm following acute myocardial infarction
1069069254	asymptomatic ischemia
1069069254	subclinical myocardial ischaemia
1353640147	Postmyocardial infarction syndrome
1353640147	post-myocardial infarction syndrome
1353640147	postmyocardial infarction pericarditis
910277130	Early infarct-associated pericarditis
2104517003	ruptured coronary aneurysm
1924438986	BE - [bacterial endocarditis]
1924438986	bacterial valvular endocarditis
528140652	VSD - [ventricular septal defect] following acute myocardial infarction
528140652	postinfarction ventricular septal defect
528140652	ventricular septal defect following acute myocardial infarction
1487619220	mycosis endocarditis
1487619220	mycotic endocarditis
1487619220	mycotic heart valve vegetation
1752013490	heart valve ulcer
1188025300	heart valve vegetation
563516749	Prinzmetal angina
563516749	angina inversa
563516749	angiospastic angina
563516749	spasm induced angina
563516749	variant angina
74279006	acute pulmonary embolism
1272609494	pulmonary artery clot
1272609494	pulmonary artery infarction
1272609494	pulmonary artery thrombosis
1567490107	CTEPH - [chronic thromboembolic pulmonary hypertension]
1567490107	Pulmonary hypertension with chronic thromboembolism
1931148955	Arrillaga Ayerza syndrome
1931148955	PAH - [pulmonary arterial hypertension]
1931148955	primary pulmonary hypertension
2061915845	acquired arteriovenous pulmonary aneurysm
2061915845	arteriovenous pulmonary shunt
611886666	PS - [pulmonary valve stenosis]
611886666	PVS - [pulmonary valve stenosis]
611886666	obstructed pulmonary valve
611886666	pulmonary valve obstruction
611886666	pulmonary valve stricture
611886666	pulmonary valvular obstruction
611886666	pulmonary valvular stenosis
611886666	pulmonary valvular stricture
611886666	pulmonic valve stenosis
770887951	TR - [tricuspid regurgitation]
770887951	tricuspid valve annular incompetency
770887951	tricuspid valve incompetency
770887951	tricuspid valve regurgitation
1093888988	annular incompetency pulmonary valve
1093888988	graham steell murmur
1093888988	incompetent pulmonary valve
1093888988	pulmonary regurgitation
1093888988	pulmonary valve incompetence
1093888988	pulmonary valve incompetence NOS
1093888988	pulmonary valve incompetency
1093888988	pulmonary valvular incompetence
1093888988	pulmonary valvular incompetency
1093888988	pulmonary valvular insufficiency
1093888988	pulmonary valvular regurgitation
513117337	pulmonary vein infarction
513117337	pulmonary vein thrombosis
1975258229	Tricuspid valve calcification
1085590500	Barlow syndrome
1085590500	ballooning mitral valve
1085590500	ballooning posterior leaflet syndrome
1085590500	billowing mitral valve leaflet
1085590500	blue valve syndrome
1085590500	flail mitral leaflet
1085590500	floppy mitral valve syndrome
1085590500	mitral valve prolapse-click syndrome
1085590500	mitral valvular prolapse
1085590500	myxomatous mitral valve
1085590500	posterior mitral leaflet deformity
1085590500	prolapsing mitral valve leaflet syndrome
1085590500	systolic click syndrome
1085590500	systolic click-murmur syndrome
1143460098	Tricuspid valvar abscess
1143460098	abscess of tricuspid valve
2043723510	mitral stenosis with incompetence
2043723510	mitral stenosis with regurgitation
442626161	tricuspid stricture
442626161	tricuspid valve stricture
637470326	MI - [mitral incompetence]
637470326	MR - [mitral regurgitation]
637470326	mitral valve annular incompetency
637470326	mitral valve incompetence
637470326	mitral valve regurgitation
259064684	tricuspid insufficiency with obstruction
259064684	tricuspid insufficiency with stenosis
879214360	Mitral valvar thrombosis
2115139779	MS - [mitral stenosis]
2115139779	chronic mitral stenosis
2115139779	mitral obstruction
2115139779	mitral stenosis
2115139779	mitral stricture
2115139779	mitral valve obstruction
2115139779	mitral valve stricture
2115139779	mitral valvular stricture
685855644	aortic insufficiency with stenosis
685855644	aortic valve stenosis with regurgitation
499832858	aortic valve prolapse
1548485475	AI - [aortic incompetence]
1548485475	AR - [aortic regurgitation]
1548485475	Austin Flint murmur
1548485475	Flint murmur
1548485475	annular incompetency of aortic valve
1548485475	aortic insufficiency
1548485475	aortic valve incompetency
1548485475	aortic valve regurgitation
1548485475	calcific aortic valve regurgitation
1548485475	incompetent aortic valve
1548485475	myxomatous aortic valve regurgitation
956813047	aortic stenosis NOS
956813047	aortic valve obstruction
956813047	aortic valve stricture
956813047	obstructed aorta valve
956813047	valvular aortic stenosis
1523716263	Involvement of both mitral and aortic valves whether specified as rheumatic or of unspecified origin
1523716263	endocarditis of aortic valve with mitral disease
1523716263	endocarditis of mitral valve with aortic valve
1523716263	inactive or quiescent rheumatic fever with mitral endocarditis with aortic disease
1523716263	rheumatic endocarditis of aortic valve with mitral disease
1261735374	aortic valve endocarditis with tricuspid disease
1261735374	tricuspid endocarditis with aortic disease
1067048243	endocarditis of mitral valve and tricuspid valve
1067048243	tricuspid endocarditis with mitral disease
946370816	acquired ASD -[atrial septal defect]
946370816	acquired atrial septal defect
1474605887	Endocarditis of neoaortic valve
1975856571	old ventricular thrombosis
1975856571	ventricular intracardiac thrombosis
1803406783	atrial intracardiac thrombosis
1803406783	old atrial thrombosis
1064260943	acquired VSD - [ventricular septal defect]
1064260943	acquired ventricular septal defect
365905819	Left ventricular hypertrophy
1010520439	heart dilatation
507103735	Giant cell inflammatory cardiomyopathy
840238105	eosinophilic myocarditis
1177212968	dilated cardiomyopathy due to rheumatic fever
1177212968	inactive or quiescent rheumatic fever with myocarditis
1177212968	inactive rheumatic myocarditis
1177212968	myocardial degeneration with rheumatic fever
1177212968	myocardial insufficiency with rheumatic fever
1177212968	myocarditis due to rheumatic fever
1177212968	rheumatic cardiomyopathy
1177212968	rheumatic fibroid myocarditis
1177212968	rheumatic interstitial myocarditis
1177212968	rheumatic myocardial insufficiency
1177212968	rheumatic progressive myocarditis
1223390562	Endocarditis fibroplastica with eosinophilia
1223390562	Endocarditis parietalis fibroplastica
1223390562	Fibroplastic parietal endocarditis
1223390562	Löffler parietal fibroplastic endocarditis
1223390562	Myocarditis secondary to idiopathic hypereosinophilic syndrome
1223390562	Primary eosinophilic Endomyocardial restrictive cardiomyopathy
1830681485	idiopathic hypertrophic cardiomyopathy
1830681485	idiopathic myocardial hypertrophy
1916294688	CCM - [congestive cardiomyopathy]
1916294688	COCM - [congestive cardiomyopathy]
1916294688	Congestive cardiomyopathy
1916294688	DCM - [dilated cardiomyopathy]
1916294688	chronic dilated cardiomyopathy
1916294688	congestive idiopathic cardiomyopathy
1916294688	dilated congestive cardiomyopathy
1916294688	dilated-hypokinetic cardiomyopathy
1916294688	idiopathic cardiomegaly
1916294688	idiopathic dilated cardiomyopathy
1916294688	primary dilated cardiomyopathy
1916294688	primary idiopathic dilated cardiomyopathy
732261471	Dilated cardiomyopathy due to collagen vascular disease
732261471	Heart muscle disease in connective tissue disease
732261471	Myocarditis associated with non-specific systemic autoimmune diseases
732261471	Myocarditis due to systemic autoimmune disease
654702340	infection myocarditis
654702340	infectious inflammatory cardiomyopathy
654702340	infectious inflammatory dilated cardiomyopathy
478139552	Takotsubo cardiomyopathy
478139552	apical ballooning syndrome
478139552	broken heart syndrome
478139552	stress cardiomyopathy
702771512	arrhythmogenic ventricular dysplasia
473315619	Lower limb sclerosing panniculitis
1971033419	EFE - [endocardial fibroelastosis]
1971033419	congenital endocardial fibroelastosis
1971033419	congenital valvular endocarditis (deprecated)
1971033419	elastomyofibrosis
1971033419	endomyocardial fibroelastosis
1971033419	fetal endocarditis
1971033419	fibroelastosis
1971033419	fibroelastosis cordis
1971033419	primary endocardial fibroelastosis
9691905	Gravitational ulcer
9691905	Stasis ulcer
9691905	Varicose ulcer
9691905	leg ulcer NOS
1828429794	UEDVT - [upper extremity deep vein thrombosis]
1828429794	arm deep vein thrombosis
113146812	NCT - [narrow complex tachycardia]
113146812	Narrow complex tachycardia
113146812	PSVT - [paroxysmal supraventricular tachycardia]
113146812	SVT - [supraventricular tachycardia]
113146812	Supraventricular tachycardia
113146812	paroxysmal supraventricular tachycardia
1018022925	familial idiopathic cardiomyopathy
1018022925	primary familial cardiomyopathy
2079767528	Acquired IVC - [inferior vena cava] abnormality
2079767528	Acquired inferior vena cava abnormality
1281727130	Acquired SVC - [superior vena cava] abnormality
1281727130	Acquired superior vena cava abnormality
1963103330	jugular vein aneurysm
1717989511	pelvic varicose vein
1717989511	varix of pelvis
1256159507	orbit varix
667791240	pharyngeal varix rupture
667791240	pharynx varix
667791240	varices of pharynx
89030125	renal papilla varices
89030125	renal papilla varix
89030125	renal papilla varix rupture
853367955	spinal cord varix rupture
853367955	spinal varix rupture
460022788	spleen varix
460022788	spleen varix rupture
460022788	varices of spleen
1116845344	intestinal varicose ulcer
1116845344	intestine varicose ulcer
1116845344	varicose ulcer of bowel
2074971115	aneurysm of vein
2074971115	vein aneurysm
1611818875	nasal septum varicose ulcer
315302008	Scrotal varicocele
315302008	Varicocele of scrotum
1496209806	vein dilatation
694333443	vocal cord; varix
615253204	DVT - [deep vein thrombosis]
615253204	DVT NOS - [deep vein thrombosis not otherwise specified]
615253204	Thrombosis of deep vein of leg
615253204	Thrombosis of deep vein of lower extremity
615253204	Venous thrombosis of deep veins of lower extremity
615253204	deep vein thrombosis NOS
115152826	Phlebitis of superficial veins of arm
115152826	Phlebitis of superficial veins of upper extremity
1274367546	Sclerosing thrombophlebitis
1342264365	Phlebitis of superficial veins of lower extremity
1342264365	Superficial macrothrombusi's of lower extremity
1342264365	Thrombophlebitis of superficial veins of lower extremity
1308812299	intraventricular block
1308812299	intraventricular block NOS
1308812299	intraventricular conduction defect
1438248929	first degree atrioventricular heart block
1438248929	first degree heart block
1438248929	incomplete atrioventricular block, first degree
1762068981	Familial progressive heart block
1762068981	Lev-Lenègre disease
821174901	AV - [atrioventricular] block 2nd
821174901	Atrioventricular block, type 1 and 2
821174901	Second-degree block, type 1 and 2
821174901	incomplete atrioventricular block, second degree NOS
821174901	second degree atrioventricular heart block
821174901	second degree heart block
821174901	second degree incomplete atrioventricular block
268503599	AV dissociation
268503599	Atrioventricular [AV] dissociation
268503599	auriculoventricular or atrioventricular dissociation
1038907295	multifascicular block
1928266781	premature ventricle contraction
1928266781	premature ventricle contracture
1928266781	premature ventricle systole
1928266781	premature ventricular complex
1928266781	premature ventricular contraction
1928266781	premature ventricular contracture
1928266781	premature ventricular systole
1928266781	ventricle extrasystoles
1928266781	ventricular ectopic beats
1928266781	ventricular ectopic complex
1928266781	ventricular extrasystoles
1928266781	ventricular premature beats
1928266781	ventricular premature depolarisation
1487387147	bifascicular block nos
688878253	concealed accessory pathway
1147105932	AV - [atrioventricular] block, complete
1147105932	CHB - [complete heart block]
1147105932	Complete heart block NOS
1147105932	Third-degree block
1147105932	complete atrioventricular heart block
1147105932	complete heart block
1147105932	idioventricular rhythm
1147105932	third degree atrioventricular block
1147105932	third degree atrioventricular heart block
1147105932	third degree heart block
794588197	Congenital lymphoedema
1085750085	chronic adenitis
1085750085	chronic adenitis of any lymph node except mesenteric
1085750085	chronic lymphadenitis except mesenteric
1085750085	chronic non-specific lymphadenitis
637335249	mesenteric adenitis
637335249	mesenteric lymphadenitis
1805511520	bubo
1805511520	bubo bubo
1805511520	inguinal bubo
1226717445	gland sclerosis
1226717445	lymph gland sclerosis
205989264	PVE - [prosthetic valve endocarditis]
2123176059	lipomelanotic reticulosis
1154089073	lymph gland granuloma
1154089073	lymphatic gland granuloma
327081943	cervical lymphadenitis
788007323	Lymphangitis NOS
624500581	arterial embolism NOS
624500581	artery embolism NOS
1208831985	Congenital long QT syndrome
1208831985	Familial long QT syndrome
2074158666	inferolateral J wave elevation syndrome
553392015	Familial short QT syndrome
1979103207	artery fistula
1979103207	ruptured artery
1250136584	Brugada type Idiopathic ventricular fibrillation
1250136584	SUNDS - [sudden unexplained nocturnal death syndrome]
1250136584	Sudden unexplained nocturnal death syndrome
109367356	arteriosclerosis disease
109367356	arteriosclerosis obliterans
109367356	arteriosclerosis, NOS
109367356	arteriosclerotic vascular disease NOS
109367356	artery degeneration
109367356	atherosclerosis NOS
109367356	diffuse arteriosclerosis
109367356	diffuse arteriosclerotic disease
109367356	endarteritis deformans
109367356	general arteriosclerosis
109367356	generalised atherosclerosis
109367356	peripheral arteriosclerosis obliterans
109367356	senile arteriosclerosis
109367356	senile arteriosclerotic disease
109367356	senile arteritis
109367356	senile endarteritis
102245491	ischemic artery necrosis
102245491	necrotic artery
1666443751	CACS - [celiac axis compression syndrome]
1666443751	CACS - [coeliac axis compression syndrome]
1666443751	Marable syndrome
1666443751	celiac artery compression syndrome
1666443751	celiac axis compression syndrome
1666443751	celiac axis syndrome
1666443751	coeliac axis compression syndrome
1666443751	coeliac axis syndrome
1429523789	thoracoabdominal aneurysm
1429523789	thoracoabdominal aorta aneurysm
1360167380	DeBakey type II aortic dissection
1360167380	dissection of ascending aorta
22800152	arterial stenosis
22800152	arterial stricture
22800152	artery stricture
22800152	stenosis of artery
1938903985	DeBakey type I aortic dissection
1719771306	DeBakey type III aortic dissection
1154633768	AAA - [abdominal aortic aneurysm]
1154633768	abdomen aneurysm
1154633768	abdominal aneurysm
1154633768	abdominal aorta aneurysm
1154633768	aneurysm of abdominal aorta
1154633768	aortic abdomen aneurysm
1383534118	aneurysm of thoracic aorta
1383534118	dissection of thoracic aorta
1383534118	intrathoracic aneurysm
1383534118	thoracic aneurysm
1383534118	thoracic aorta aneurysm
1383534118	thoracic aortic aneurysm without rupture
1383534118	thoracic arterial aneurysm
1383534118	thoracic artery aneurysm
1383534118	thorax aneurysm
1383534118	thorax aortic aneurysm
1383534118	thorax arterial aneurysm
2087708304	Iliac artery arteriopathy of cyclists
1557413945	heart embolism
1395129381	Aortitis in diseases
663399642	Diabetic peripheral angiopathy
663399642	Peripheral angiopathy in diseases classified elsewhere
1159817088	cholesterol embolisation syndrome
311195059	diabetic foot ulcer with necrosis
311195059	gangrenous diabetic foot ulcer
311195059	necrotic diabetic foot ulcer
912529161	Popliteal artery entrapment syndrome
999490064	Loeys-Dietz syndrome type 1
1710003414	arteriosclerotic brain disease
1710003414	arteriosclerotic cerebral ischaemia
1710003414	arteriosclerotic cerebrovascular disorder
1710003414	atherosclerotic brain disease
1710003414	atherosclerotic cerebrovascular disease
1710003414	cerebral arteriosclerosis
1710003414	cerebrovascular atheromatous disease
1710003414	cerebrovascular atherosclerosis
1408282138	aneurysm of renal artery
1408282138	renal aneurysm
1408282138	renal artery aneurysm
1881176915	Aneurysm or dissection of other extracranial arteries
1866555632	Aneurysm or dissection of extracranial portion of vertebral artery
918250380	aneurysm of iliac artery
918250380	iliac aneurysm
918250380	iliac artery aneurysm
660471527	aneurysm of artery of arm
660471527	aneurysm of artery of upper extremity
660471527	aneurysm of upper limb artery
1891481272	aneurysm of SMA - [superior mesenteric artery]
1891481272	aneurysm of superior mesenteric artery
1108751219	aneurysm of carotid artery
1108751219	aneurysm of internal carotid artery
1108751219	carotid aneurysm
1108751219	carotid artery aneurysm
1108751219	carotid false aneurysm
1108751219	internal carotid aneurysm
1108751219	internal carotid artery aneurysm
1108751219	internal carotid artery aneurysm NOS
2079250939	mediastinal aneurysm
2070500598	Right ventricular failure secondary to pulmonary vascular disease
223755232	acute right sided heart failure
1428007510	HFpEF - [heart failure with preserved ejection fraction]
1428007510	Left ventricular failure with preserved systolic ejection fraction
1428007510	diastolic ejection fraction
1152694663	Right ventricular failure secondary to pulmonary disease
1342390232	acute left heart failure
1342390232	acute left-sided heart failure
1342390232	acute lung oedema meaning left ventricular failure
1342390232	acute pulmonary oedema with heart disease
1429671974	Rostan asthma
1429671974	cardiac asthmatic dyspnoea
1429671974	cardiac dyspnoea
1429671974	heart asthma
1741624812	CINCA - [Chronic infantile neurological, cutaneous and articular] syndrome
1741624812	IOMID - [Infantile-onset multisystem inflammatory disease]
1741624812	Infantile-onset multisystem inflammatory disease
1741624812	NOMID - [Neonatal-onset multisystem inflammatory disease]
1741624812	Neonatal-onset multisystem inflammatory disease
1741624812	Prieur-Griscelli syndrome
572130061	HFmEF - [heart failure with mid range ejection fraction]
1932140025	Familial cold urticaria
1983358487	Urticaria - deafness - amyloidosis
1291482508	Right ventricular failure secondary to valvular heart disease
1163259928	aneurysm of artery of lower extremity
1163259928	aneurysm of leg artery
1163259928	aneurysm of lower limb artery
