icd_11_id	synonym
797304031	propyl 4-hydroxybenzoate
797304031	propyl paraben
797304031	propylparaben
1524013116	1-[3,4-bis(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-1,3-bis(hydroxymethyl)urea
1524013116	Diazolidinylurea
1524013116	Germall II
1447974760	baneberry
1447974760	cohosh
1447974760	snakeberry
1967802894	dog parsley
1967802894	dog poison plant
1967802894	false parsley
1967802894	fool's parsley
610128621	Aconitum columbianum nutt plant
610128621	Aconitum japonicum plant
610128621	Aconitum napellus plant
610128621	Aconitum pyramidale mill plant
610128621	Aconitum reclinatum gray plant
610128621	Aconitum uncinatum plant
610128621	aconite
610128621	friar’s cap plant
610128621	helmet flower
610128621	monk's hood plant
610128621	monkshood
610128621	soldier’s cap plant
610128621	staggerweed
610128621	wolfsbane
660114233	Cocculus indicus
660114233	Levant berry
660114233	crow killer plant
660114233	fish berry
113800830	webcap mushroom
843398264	liquid soap
843398264	soap powder
843398264	soft soap
321260812	Tricholoma flavovirens
321260812	yellow knight mushroom
112750194	fusarial toxin
112750194	fusarium mycotoxin
1485820892	Azadirachta indica
1485820892	Azadirachta insecticide
1485820892	neem
1485820892	nimtree
1399305866	fungus in food, not elsewhere classified
1399305866	mold
1399305866	mould
1399305866	mycotoxin-producing fungus
622920029	Germall 115
622920029	Imidurea
216510281	Buddhist rosary bead seeds
216510281	Indian bead seeds
216510281	abrin
216510281	abrine
216510281	abrus seed
216510281	crabs eye plant seed
216510281	deadly crabs eye plant seeds
216510281	jequirite
216510281	jequirity bean
216510281	lucky bean
216510281	prayer beads plant seed
216510281	precatory bean
216510281	rosary bead plant seed
216510281	rosary bean
216510281	rosary pea
216510281	weather plant
216510281	wild liquorice
18975040	belladonna
18975040	belladonna berries
18975040	belladonna fruit
18975040	deadly nightshade berry – [Atropa belladonna plant]
18975040	deadly nightshade – [Atropa belladonna plant]
1974463808	ethyl 4-hydroxybenzoate
1974463808	ethyl para-hydroxybenzoate
1974463808	ethylparaben
2081296076	Adam and Eve plant
2081296076	arum
2081296076	cuckoo pint
2081296076	cuckoopint
2081296076	lords and ladies plant
731880781	bitter almond oil
1571979082	ackee
1571979082	akee
1571979082	akee apple
1571979082	akee berries
1571979082	akee fruit
795905711	bunk plant – [Conium maculatum plant]
795905711	cashes – [Conium maculatum plant]
795905711	cicuta
795905711	cicuta negra
795905711	hemlock – [Conium maculatum plant]
795905711	poison hemlock
795905711	poison parsley– [Conium maculatum plant]
795905711	poison root – [Conium maculatum plant]
795905711	snake weed
795905711	spotted hemlock
795905711	spotted parsley
795905711	winter fern – [Conium maculatum plant]
1609704738	autumn crocus
1609704738	colchicum autumnale
1609704738	meadow crocus
1609704738	meadow saffron
1609704738	naked ladies plant
273853705	Blow [Cannabis]
273853705	Dope
273853705	Grass [Cannabis]
273853705	Shit [Cannabis]
273853705	Weed [Cannabis]
193293506	American bittersweet
193293506	bittersweet – [Celastrus scandens plant]
193293506	climbing bittersweet
193293506	climbing orange root
193293506	false bittersweet
793550148	cowbane
793550148	musquash root
793550148	poison parsnip – [Cicuta maculata plant]
793550148	water hemlock
519383062	angel wings
519383062	elephant's ear plant
519383062	heart of Jesus plant
1843153576	Fructus Bruceae plant
1843153576	Java brucea
1843153576	kosam
1843153576	kosam seed
622383443	celandine
622383443	celandine poppy
622383443	rock poppy
674085333	Carolina jessamine
674085333	Gelsemium
674085333	yellow jasmine
1023215149	Christmas holly
1023215149	English holly
1023215149	European holly
1023215149	Ilex aquifolium
1023215149	Ilex berries
1023215149	Oregon holly
1023215149	common holly
1023215149	crocodile holly
1023215149	holly
1023215149	holly berries
1023215149	holly green
1023215149	prick holly
1023215149	sparked holly
765544614	Derris root
765544614	Derris root insecticide
870530767	gratiole
870530767	hedge hyssop
177508739	Indian pea
177508739	Lathyrus sativus seeds
177508739	Lathyrus seeds
177508739	chickling pea
177508739	grass pea
1514494107	coca
1514494107	coca leaf
1514494107	coca shrub
1514494107	cuca
782212538	privet
782212538	privet berries
2080462194	green hellebore – [Helleborus viridis plant]
1355350007	poinsettia
1355350007	spurges
1341392618	physic nut
116105475	Christmas rose
116105475	black hellebore
116105475	hellebore – [Helleborus niger plant]
309726627	Scotch broom plant
309726627	Scottish broom plant
309726627	broom plant
309726627	common broom plant
1970947762	latex containing products
1416980937	flame lily
1416980937	glory lily
1883403801	fairy bells
1883403801	foxglove
1132752338	larkspur
697123579	Thymelaea passerina plant
697123579	daphne berries
697123579	daphne gnidium plant
697123579	daphne mezereum berry
697123579	daphne mezereum plant
697123579	flax leaved daphne
697123579	mezereon
697123579	mezereon berries
697123579	spurge flax
2139465088	black henbane
2139465088	henbane
1279124800	Equisetum arvense
1279124800	horsetail plant
1934786250	checkerberry
1934786250	teaberry
1934786250	wintergreen
284880311	Myristica officinalis
284880311	mace spice - [Myristica fragrans plant]
284880311	nutmeg spice
284880311	nutmeg tree
1605529164	cassava
1605529164	manioc
1605529164	tapioca
1243992452	China tree
1243992452	Chinaberry
1243992452	pride of China
1243992452	pride of India
524510501	Nicotiana tabacum
524510501	tobacco plant
524510501	tobaco plant
524510501	tree tobacco plant
662055989	pine oil disinfectant
637348291	common oleander - [Nerium oleander plant]
637348291	oleander
637348291	rose bay
282308441	African boxwood
1167874326	darnel
1167874326	darnel ryegrass
1392713543	camphor insecticide
1392713543	camphor tree
745920379	Laburnum leaves – [Cytisus laburnum plant]
745920379	Laburnum seeds – [Cytisus laburnum plant]
745920379	Laburnum – [Cytisus laburnum plant]
745920379	golden chain tree
99938924	blue jessamine
99938924	leather flower
365871689	convallaria majalis berry
365871689	lily of the valley
365871689	lily of the valley berries
1625290314	Phytolacca americana
1625290314	Phytolacca decandra berries
1625290314	poke weed
1625290314	pokeberry
1625290314	pokeroot
1625290314	pokeweed
1591487634	cubeb
1591487634	cubeb pepper
1591487634	cubeba
1591487634	kabab chini plant
1591487634	tailed pepper plant
4961075	German primrose
4961075	birdseye primrose
4961075	poison primrose
4961075	primrose
785413505	Indian tobacco
785413505	cardinal flower
1440232000	calabar bean
1115807213	Strychnos nux vomica
1115807213	Strychnos nux vomica seeds
1115807213	Strychnos nux-vomica
461714473	Ricinus communis seed
461714473	castor bean
461714473	castor oil plant
461714473	castor oil plant seeds
339524795	buttercups
339524795	crowfoot
439129437	Psoralea seed
439129437	babchi
1311718136	Veratrum officinale plant
1311718136	Veratrum sabadilla plant
1311718136	sabadilla plant
1638849279	common groundsel
1638849279	groundsel
1896016288	golden buttons plant
1896016288	tansy
988320304	Spanish broom plant
988320304	weaver's broom
1979872394	ouabain
1334426363	Jerusalem cherry
1334426363	bittersweet nightshade
1334426363	bittersweet – [Solanum plant]
1334426363	black nightshade berries – [Solanum plant]
1334426363	common nightshade
1334426363	nightshade - [Solanum plant]
1334426363	nightshade berries – [Solanum plant]
1334426363	nightshade plant – [Solanum plant]
1334426363	solanum berries
1334426363	solanum berries – [Solanum plant]
1096419356	yew
1466896900	Drimia maritima plant
1466896900	Scilla maritima plant
1466896900	red squill plant
1466896900	squill plant
2126209294	Urtica dioica
2126209294	stinging nettle
1371673714	yellow oleander
1955690000	American elder
1955690000	Sambucus canadensis berry
1955690000	Sambucus canadensis plant
1955690000	elder
1955690000	elder berry
1955690000	elderberry
1100395110	blood root
1100395110	bloodroot
1100395110	red puccoon
2066284162	common rue
2066284162	country man’s treacle
2066284162	herb of grace
2066284162	herbygrass
2066284162	ruda
2066284162	rue
886120464	poison ivy
379621779	ingested berries
379621779	nonbacterial noxious food, berries
379621779	noxious plant used as food berries
379621779	poisonous berries
2078557436	Zigadenus venenosus
2078557436	Zygadenus
2078557436	death camas
2078557436	mountain camas
287429035	Chinese kidney bean
287429035	Chinese wisteria
287429035	Japanese wisteria
287429035	Wistaria
287429035	Wisteria
287429035	kidney bean tree
955823847	Prunus laurocerasus
955823847	Prunus serotine
955823847	Prunus virginiana
955823847	cherry laurel
955823847	choke cherry
955823847	chokecherry
955823847	laurel - [Prunus plant]
955823847	sloe
955823847	virginia bird cherry
955823847	wild black cherry
272787638	nonbacterial noxious food, seeds
272787638	noxious plant used as food seeds
272787638	poisonous seeds
1371132740	Anemone pulsatilla plant
1371132740	Pulsatilla vulgaris plant
1371132740	april fools plant
1371132740	meadow anemone
1371132740	pasque flower
1371132740	wind flower
1371132740	windflower
1698191033	Poisonous plant leaves not otherwise specified
889945848	Allyl disulfide
1120576252	marine plant poison
1120576252	marine plant toxin
1120576252	marine plant venom
1120576252	poisonous marine plant
1120576252	venomous marine plant
355116058	evernia prunastri lichen extract
1128525949	Monothiuram
1128525949	dimethylcarbamothioyl N,N-dimethylcarbamodithioate
1128525949	tetramethylthiuram monosulfide
156653048	4-(1,3-benzothiazol-2-ylsulfanyl)morpholine
156653048	4-(Benzo[d]thiazol-2-ylthio)morpholine
156653048	Santocure MOR
156653048	Sulfenax MOR
156653048	Vulkacit MOZ
1374341215	HMPCC - [Hydroxymethylpentylcyclohexenecarboxaldehyde]
1374341215	Lyral
1166855158	2,2'-Dithiobisbenzothiazole
1166855158	2-(1,3-benzothiazol-2-yldisulfanyl)-1,3-benzothiazole
1166855158	Altax
1166855158	Benzothiazole disulfide
1166855158	Benzothiazyl disulfide
1166855158	dibenzothiazyl disulfide
2140344767	cotton dust
1718310191	Bis(pentamethylene)thiuram disulfide
1718310191	Bis(piperidinothiocarbonyl) disulfide
1718310191	dipentamethylenethiuram disulfide
1718310191	piperidine-1-carbothioylsulfanyl piperidine-1-carbodithioate
624777487	BHA - [Butylated Hydroxyanisole]
624777487	Butylated Hydroxy-anisole
1893223235	BisGMA
784394081	N-Cyclohexylbenzothiazyl sulfenamide
892939798	grain and flour dust
865862171	Agave sisalana
1951227534	bronopol
1597194117	corn lily
1597194117	false hellebore
2061180593	Farnesyl alcohol
141991413	2-ethylhexyl (E)-3-(4-methoxyphenyl)prop-2-enoate
2130043206	Anterior pituitary [adenohypophyseal] hormones
365301781	Insulin and oral hypoglycemic [antidiabetic] drugs
1622239486	Cathartic
1622239486	Purgative
2057778400	Cardiac-stimulant glycosides and drugs of similar action
1532721843	Other drugs for peptic ulcer and gastro-esophageal reflux disease [GORD]
1864475266	Other antidysrhythmic drugs
564188117	Other coronary vasodilators
1638330014	Skeletal muscle relaxants [neuromuscular blocking agents]
596605543	Antiparkinsonism drug
647519688	1,3-Benzothiazole-2(3H)-thione
647519688	2-Mercaptobenzothiazole
647519688	Captax
1925998061	Analeptics
290410269	Other diuretics
2039181780	Other estrogens and progestogens
1045720677	Acidifying agent
1540881672	Iodine (antiseptic, external) (tincture)
1540881672	Iodine solution
1148861461	Antimycobacterial drugs
1267806555	Antifungal antibiotics, systemically used
1267806555	Antimycotic agents
1663209885	Other parasympathomimetics [cholinergics]
887595299	Camphor medicinal
2143992001	Opioids or related analgesics
959518674	Namenda
1880792884	Anaesthetic NOS
315390786	GABA
315390786	Gamma-aminobutyric acid
1241346749	Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
1764246809	Methyl salycilate
1764246809	Salicylate methyl
1103079383	Contrast medium, radiography
761609922	Antidotes and chelating agents, not elsewhere classified
575816908	Other diagnostic agents
32860566	Eskalith
32860566	Lithane
32860566	Lithonate
290579631	benzoylethanamine
1825079466	Selective serotonin and norepinephrine reuptake inhibitors
362744928	CDG - [Congenital disorder of glycosylation] syndrome type 2C
362744928	GDP-fucose transporter deficiency
362744928	LAD-II - [Leukocyte adhesion deficiency type 2]
362744928	Rambam-Hasharon syndrome
1769423691	Antirheumatics, not elsewhere classified
516653913	LAD-1 - [leukocyte adhesion deficiency type 1]
2063283326	LAD - [leukocyte adhesion deficiency] I variant
2063283326	LAD - [leukocyte adhesion deficiency] type 3
2063283326	Leukocyte adhesion deficiency-1 variant
137714962	Complement component 7 deficiency
1071705004	AAE-II - [Acquired angioedema type II]
729242810	Angioedema due to ACE inhibitors
850631759	AAE - [Acquired angioedema type I]
2078615244	C1 esterase inhibitor [C1-INH] qualitative deficiency
2078615244	C1-INH - [C1 esterase inhibitor] deficiency
2078615244	HAE-II - [Hereditary angioedema type II]
2078615244	Hereditary angioneurotic oedema type 2
511982427	HAE-III - [Hereditary angioedema type III]
511982427	Hereditary angioedema with FXII mutation
511982427	Hereditary angioneurotic oedema type 3
511982427	Inherited oestrogen-dependent angioedema
511982427	Inherited oestrogen-dependent angioneurotic oedema
1918767567	C1 esterase inhibitor [C1-INH] quantitative deficiency
1918767567	C1 esterase inhibitor deficiency - type 1
1918767567	HAE-I - [Hereditary angioedema type I]
1918767567	Hereditary angioneurotic oedema type 1
1918767567	deficiency of c1 esterase inhibitor
1657989087	AD MSMD - [Autosomal dominant mendelian susceptibility to mycobacterial diseases]
1185998398	XR MSMD - [X-linked recessive mendelian susceptibility to mycobacterial diseases]
2128441981	AR MSMD - [autosomal recessive mendelian susceptibility to mycobacterial diseases]
215376282	Congenital thymic dysplasia syndrome
215376282	Thymic aplasia
2002226225	Schimke syndrome
2002226225	Spondyloepiphyseal dysplasia - nephrotic syndrome
443760536	SCID - [severe combined immunodeficiency] with low or normal b-cell numbers
443760536	T- B+ severe combined immunodeficiency
567226163	Bamboo hair
409071571	immunoglobulin-bearing b-lymphocytes agammaglobulinaemia
1909398175	Autosomal recessive HIES - [Autosomal recessive hyperimmunoglobulin E] syndrome
1909398175	Autosomal recessive hyper-IgE syndrome
1909398175	Hyperimmunoglobulin E syndrome type 2
1909398175	Nonskeletal hyper IgE syndrome
1909398175	SCID - [Severe combined immunodeficiency] due to DOCK8 deficiency
1909398175	SCID - [Severe combined immunodeficiency] due to dedicator of cytokinesis 8 protein deficiency
1561846514	AD-HIES - [Autosomal dominant hyperimmunoglobulin E] syndrome
1561846514	Autosomal dominant hyper-IgE syndrome
1561846514	Hyperimmunoglobulin E syndrome type 1
1561846514	Hyperimmunoglobulin E-recurrent infection syndrome
1860071271	SCID - [Severe combined immunodeficiencies] with low t- and b-cell numbers
1860071271	T- B- severe combined immunodeficiency
1727245038	hereditary hypogammaglobulinaemia
194355955	Congenital aleukocytosis
194355955	De Vaal disease
194355955	Reticular dysgenesis
194355955	SCID - [Severe combined immunodeficiencies] with reticular dysgenesis
194355955	Severe combined immunodeficiency with leukopenia
194355955	generalised haematopoietic hypoplasia
381532957	SCID - [severe combined immunodeficiency] due to absent lymphoid stem cells
1466728073	Recurrent infections associated with immunoglobulin isotypes
650867744	Autosomal recessive osteoclast-poor osteopetrosis with hypogammaglobulinaemia
650867744	Autosomal recessive osteopetrosis type 7
409218252	Christian-Rosenberg syndrome
720025180	Say-Barber-Miller syndrome
48917367	Kappa light chain disease
48917367	Kappa light chain immunodeficiency
1836541365	GS2 (MIM 607624)
1836541365	Hypopigmentation - immunodeficiency, with or without neurological impairment
1836541365	Partial albinism and immunodeficiency syndrome
2025818872	Encephalopathy with basal ganglia calcification
2025818872	Encephalopathy with intracranial calcification and chronic lymphocytosis of cerebrospinal fluid
687261501	Roifman-Melamed syndrome
1060287444	Autoimmune enteropathy type 1
1060287444	IPEX - [immunodysregulation polyendocrinopathy enteropathy X-linked syndrome]
1060287444	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome
1230532702	LRBA deficiency - [Lipopolysaccharide-responsive, beige-like anchor protein] deficiency
1646077225	APECED - [Autoimmune polyendocrinopathy - candidiasis - ectodermal dystrophy] syndrome
1646077225	APS type 1- [autoimmune polyendocrine syndrome type 1]
1646077225	Autoimmune hypoparathyroidism - chronic candidiasis - Addison's disease
1646077225	Autoimmune polyendocrine syndrome type 1
1646077225	Autoimmune polyendocrinopathy - candidiasis - ectodermal dystrophy syndrome
1646077225	Autoimmune polyglandular syndrome type 1
1646077225	HAM - [Hypoparathyroidism - Addison's disease - mucocutaneous candidiasis] syndrome
1646077225	Hypoparathyroidism - Addison's disease - mucocutaneous candidiasis
1646077225	MEDAC - [Multiple endocrine deficiency - Addison's disease - candidiasis] syndrome
1646077225	Multiple endocrine deficiency - Addison's disease - candidiasis
1072688797	Canale-Smith syndrome
1072688797	FAS deficiency
1072688797	FAS deficiency (ALPS-FAS)(ALPS1a)
1072688797	autoimmune lymphoproliferative syndrome with recurrent infections
1705860123	SCID - [severe combined immunodeficiency] due to interleukin-2 receptor alpha chain deficiency
2126467634	Immunodeficiency following hereditary defective response to Epstein-Barr virus
2126467634	Purtilo syndrome
2126467634	XLPS - [x-linked lymphoproliferative syndrome]
2126467634	immunodeficient hereditary defective response to Epstein Barr virus
2126467634	x-linked lymphoproliferation disease
2126467634	x-linked lymphoproliferative disease or disorder
2126467634	x-linked lymphoproliferative syndrome
603312357	HIGM2 - [hyper-IgM syndrome type 2]
603312357	Hyper-IgM syndrome due to AICDA deficiency
603312357	Hyper-IgM syndrome due to AID deficiency
603312357	Hyper-IgM syndrome type 2
492472329	HIGM5 - [hyper-IgM syndrome type 5]
492472329	Hyper-IgM syndrome due to UNG - [uracil N glycosylase] deficiency
492472329	Hyper-IgM syndrome type 5
950019605	FEL - [familial erythrophagocytic lymphohistiocytosis]
950019605	FHL - [familial haemophagocytic lymphohistiocytosis]
950019605	familial erythrophagocytic lymphohistiocytosis
950019605	familial haemophagocytic histiocytosis
950019605	familial histiocytic reticulosis
259869879	HIGM1 - [hyper-IgM syndrome type 1]
259869879	Hyper-IgM syndrome due to CD40L deficiency
259869879	Hyper-IgM syndrome type 1
259869879	X-linked hyper-IgM syndrome
1381161550	HIGM3 - [hyper-IgM syndrome type 3]
1381161550	Hyper-IgM syndrome type 3
646250592	Flavivirideae
824203597	Pneumoviridae
1418788600	Influenza virus
1418788600	Orthomyxoviridae
1375406603	Coronaviridae
816236373	Nairoviridae
2104264315	Infantile perianal streptococcal dermatitis
1707521326	Occupation, secondary factor
1998302640	Streptococcal cellulitis of the vulva and vagina
1341742944	de novo
1699643754	Togaviridae
473613432	Perianal streptococcal dermatitis of childhood
1371091944	acute meningitis nos
1371091944	brain membranes infected
1371091944	brain membranes infection
42743392	gram positive coccal meningitis
42743392	gram positive coccal spinal meningitis
42743392	gram positive rods bacterial meningitis
537912379	gram negative bacterial meningitis
537912379	gram negative bacterial spinal meningitis
537912379	gram negative coccal meningitis
980777132	Nonbacterial meningitis
980777132	nonbacterial spinal meningitis
980777132	nonbacterial spine meningitis
173741521	spinal meningitis due to Haemophilus influenzae
920384459	Tuberculosis of glottis NOS without mention of bacteriological or histological confirmation
920384459	epiglottic tubercle
920384459	epiglottis tuberculosis
920384459	tuberculosis of glottis
920384459	tuberculous glottis
1433508821	Tuberculosis of larynx NOS without mention of bacteriological or histological confirmation
1433508821	laryngotracheitis tuberculosis
1433508821	tuberculosis of larynx
1433508821	tuberculous laryngitis
1433508821	tuberculous laryngotracheitis
1433508821	tuberculous larynx
1248428287	Primary progressive tuberculous pleurisy
1248428287	primary tuberculous pleurisy
2084611282	Tuberculosis of bronchus NOS without mention of bacteriological or histological confirmation
2084611282	bronchial tuberculosis
2084611282	bronchitis tuberculosis
2084611282	bronchorrhagia tuberculosis
2084611282	bronchotracheal tuberculosis
2084611282	caseous bronchitis
2084611282	peribronchitis tuberculosis
2084611282	tuberculosis of bronchus
2084611282	tuberculous bronchial fistula
2084611282	tuberculous bronchorrhagia
2084611282	tuberculous bronchus
2084611282	tuberculous peribronchitis
1902639627	primary tuberculous mediastinum
96925722	Tuberculous empyema NOS without mention of bacteriological or histological confirmation
96925722	tuberculous empyema
96925722	tuberculous pleural empyema
322956519	Tuberculosis of mediastinal lymph nodes NOS without mention of bacteriological or histological confirmation
253352618	primary tuberculous tracheobronchial adenopathy
690360433	Tuberculosis of hilar lymph nodes NOS without mention of bacteriological or histological confirmation
690360433	tuberculosis of hilar lymph nodes
14390538	Tuberculosis of trachea NOS without mention of bacteriological or histological confirmation
14390538	isolated tracheal tuberculosis
14390538	tracheitis tuberculosis
14390538	tracheobronchial tuberculosis
14390538	tuberculosis of trachea
14390538	tuberculous trachea
14390538	tuberculous tracheitis
1912425785	pulmonary tuberculosis confirmed by sputum microscopy with or without culture
700704993	tuberculous fibrosis of lung, NOS without mention of bacteriological or histological confirmation
700704993	tuberculous pulmonary fibrosis
1549545084	Tuberculosis of tracheobronchial lymph nodes NOS without mention of bacteriological or histological confirmation
1549545084	tuberculosis of tracheobronchial lymph nodes
1549545084	tuberculous tracheobronchial adenopathy
1887104263	pulmonary tuberculosis bacteriologically and histologically negative
1919271367	tuberculosis haemothorax, not confirmed
1919271367	tuberculosis hydropneumothorax, not confirmed
1919271367	tuberculosis of pleura, not confirmed
1919271367	tuberculosis pyothorax, not confirmed
1919271367	tuberculous empyema, not confirmed
1919271367	tuberculous hydrothorax, not confirmed
1919271367	tuberculous pleural effusion, not confirmed
1486520178	Tuberculous pneumothorax, NOS, without mention of bacteriological or histological confirmation
1918916800	tuberculous bronchiectasis, NOS without mention of bacteriological or histological confirmation
1753273876	caseous pneumonia
1753273876	tuberculous atelectasis
1753273876	tuberculous pneumonia
1753273876	tuberculous pneumonia, NOS without mention of bacteriological or histological confirmation
1753273876	tuberculous pneumonia, any form
298463394	primary progressive tuberculous bronchus fistula
298463394	primary tuberculous bronchial fistula
355541139	pulmonary tuberculosis bacteriological and histological examination not done
34856621	complex primary tuberculosis with bacteriological and histological confirmation
34856621	epituberculosis with bacteriological and histological confirmation
34856621	infantile tuberculosis with bacteriological and histological confirmation
34856621	primary ghon tubercle infection with bacteriological and histological confirmation
34856621	primary pulmonary tuberculosis with bacteriological and histological confirmation
34856621	primary pulmonary tuberculous with bacteriological and histological confirmation
34856621	primary respiratory tuberculous with bacteriological and histological confirmation
34856621	primary tuberculosis with bacteriological and histological confirmation
34856621	primary tuberculous pleura with bacteriological and histological confirmation
34856621	primary tuberculous pleurisy with bacteriological and histological confirmation
34856621	pulmonary tuberculosis childhood type or first infection, with bacteriological and histological confirmation
1733825337	Tuberculosis of pleura confirmed bacteriologically and histologically
1733825337	Tuberculous empyema confirmed bacteriologically or histologically
1733825337	tuberculosis haemothorax with bacteriological and histological confirmation
1733825337	tuberculosis hydropneumothorax with bacteriological and histological confirmation
1733825337	tuberculosis hydrothorax with bacteriological and histological confirmation
1733825337	tuberculosis pyothorax with bacteriological and histological confirmation
1733825337	tuberculous pleurisy with bacteriological and histological confirmation
1612435540	pulmonary tuberculosis confirmed histologically
347504813	pulmonary tuberculosis confirmed by culture only
89136582	pulmonary tuberculosis confirmed by unspecified means
246549960	tuberculosis of any nasal sinus confirmed bacteriologically or histologically
317036751	nasal tuberculosis, with bacteriological or histological confirmation
671790831	mediastinal tuberculosis confirmed bacteriologically or histologically
854135859	Exercise-induced anaphylaxis dependent on food
854135859	Food-derived exercise-induced anaphylaxis
1828714202	Tuberculosis of skeletal muscle
999303331	otitis media in tuberculosis
999303331	tuberculosis of middle ear
551171489	Endocardial involvement in tuberculosis
551171489	tuberculous endocarditis
633835087	tuberculous cardiomyopathy
633835087	tuberculous myocarditis
2135325100	tuberculous pericarditis
601074779	interstitial keratitis and keratoconjunctivitis in tuberculosis
601074779	tuberculous conjunctivitis
601074779	tuberculous keratitis
601074779	tuberculous keratoconjunctivitis
601074779	tuberculous phlyctenular keratoconjunctivitis
1374184880	adrenal gland tuberculosis
1374184880	tuberculosis of adrenal glands, unspecified
191056506	tuberculosis of small intestine
925657864	Tuberculosis of peritoneum
925657864	peritoneal TB infection
925657864	tuberculous peritoneum abscess
404038772	large intestinal tuberculosis
131635852	Intestinal TB NOS
957834829	oesophageal tuberculosis
957834829	tuberculosis of oesophagus
1618639246	tuberculosis of stomach
1774867184	tuberculosis of mesenteric glands
1774867184	tuberculous mesenteric adenitis
1559509073	Tuberculosis verrucosa cutis
1559509073	Verrucous tuberculosis
738481654	tuberculous intracranial abscess
570881596	TB of bones and joints
570881596	tuberculosis of bone
570881596	tuberculosis of joint
570881596	tuberculous bone
570881596	tuberculous bursa
570881596	tuberculous cartilage
951586673	tuberculous pharynx
668145713	iridocyclitis in tuberculosis
1292667822	lupus vulgaris of nose
1819488673	Tuberculous gumma
1707607718	Acute tuberculous ulcer
1707607718	Orificial tuberculosis
1707607718	Tuberculosis cutis orificialis
2106294878	Tuberculosis cutis miliaris disseminata
1333941851	Tuberculosis cutis colliquativa
570426565	urinary tract TB - [tuberculosis]
1431244630	Primary inoculation tuberculosis
660758859	Tuberculosis of retroperitoneal lymph nodes
1602747275	cerebral meningeal TB - [tuberculosis]
1602747275	cerebral meningeal TBC - [tuberculosis]
13955071	scrofula
13955071	scrofulous abscess
13955071	scrofulous adenitis
13955071	scrofulous bubo
13955071	scrofulous tuberculous abscess
13955071	tuberculous cervical lymphadenitis
1661742695	TB - [tuberculosis] axillary gland
2119204871	caseous spinal meningitis
2119204871	spinal meningeal TB - [tuberculosis]
2119204871	spinal meningeal TBC - [tuberculosis]
2119204871	tuberculous arachnoiditis
2119204871	tuberculous spinal meningitis
335027754	Acute miliary lung TB - [tuberculosis]
335027754	Acute miliary lung TBC - [tuberculosis]
1190627642	Acute papillary necrosis due to drugs, biological agents and environmental toxins
676603893	granular conjunctivitis
1287353699	Tuberculous meningomyelitis
1287353699	Tuberculous myelitis
368416412	Drug-associated immune-complex arthritis
368416412	allergic arthritis
368416412	medicament-induced immune-complex arthritis
1649261475	Lichenoid amalgam reaction
709799138	Lyme meningitis
709799138	Meningitic Lyme neuroborreliosis
56151704	Myelitis associated with Lyme borreliosis
56151704	Myelitis associated with Lyme disease
21042323	Lyme disease intermediate uveitis
804852211	Arthritis in Lyme disease, multiple sites
1253235815	Arthritis in lyme disease, shoulder region
2004829727	Lyme disease panuveitis
2004829727	infectious panuveitis in Lyme borreliosis
962351091	Arthritis in lyme disease, lower leg
1042255002	Arthritis in lyme disease, upper arm
1307647758	Arthritis in lyme disease, pelvic region and thigh
1532248332	Arthritis in Lyme disease, forearm
683332248	Arthritis in lyme disease, hand
1545044583	Arthritis in lyme disease, ankle and foot
575038296	Arthritis in Lyme disease, skull
480264464	Arthritis in Lyme disease, neck
2081262523	Arthritis in Lyme disease, head
949969440	Arthritis in Lyme disease, trunk
1195489711	Arthritis in Lyme disease, vertebral column
676723606	Arthritis in Lyme disease, ribs
1761234822	Acrodermatitis atrophicans
1761234822	Cutaneous atrophy due to Lyme borreliosis
1904874233	Hydropneumothorax due to coccidioidomycosis
1904874233	Pyopneumothorax due to coccidioidomycosis
2109619506	Lyme borreliosis-associated lymphocytoma cutis
1366276391	candidosis of the groin
511420496	Chronic coccidioidal pneumonia
511420496	pneumonia with coccidioidomycosis
881453601	Candidosis of submammary skin
544006708	diaper candidosis
2090095605	yaws ganglion
1709091820	periostitis of yaws
1322328463	invasive Aspergillus of oropharynx
1798651555	acute Aspergillus laryngitis
2102357993	yaws gumma of bone
237119850	invasive aspergillosis of epiglottis
1858502365	acute invasive pulmonary aspergillosis
1858502365	aspergillus pneumonia
1858502365	pneumonia in aspergillosis
535810637	Candida vulvitis
535810637	Vulval thrush
713242108	Invasive Aspergillus rhinosinusitis
1412339784	invasive Aspergillus of upper respiratory tract
1412339784	invasive aspergillosis of upper respiratory tract
975343503	Candida vaginitis
975343503	Vaginal thrush
165337765	candida intertrigo
165337765	candidal paronychia
165337765	candidal perionyxis
165337765	paronychia candidiasis
165337765	paronychial candidiasis
908531876	Candida infection of the nail plate
908531876	Candida onychia
908531876	candidal onychia
908531876	onychia candidiasis
2076310426	osteitis of yaws
561898667	intraoral aspergillosis
561898667	invasive Aspergillus of oral cavity
561898667	invasive aspergillosis of oral cavity
1977572219	Aspergillus inflammatory cardiomyopathy
1109527070	CFPA - [chronic fibrosing pulmonary aspergillosis]
175443600	CNPA - [chronic necrotising pulmonary aspergillosis]
175443600	SAIA - [subacute invasive aspergillosis]
175443600	subacute invasive pulmonary aspergillosis
292186178	ca of ovary
292186178	ovarian carcinoma
551209361	teratoma with malignant transformation of ovary
